Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  founders  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.030769231	0.076923077	0.142857143	2	26	14	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.030769231	0.117647059	0.5	2	17	4	?b	0.0	0.0	0.0
?a  services  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  spouse  ?f  ?a  traded_as  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.015384615	0.038461538	0.142857143	1	26	7	?b	0.0	0.0	0.0
?b  children  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.030769231	0.4	0.4	2	5	5	?b	0.0	0.0	0.0
?b  children  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  children  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.015384615	0.111111111	0.2	1	9	5	?b	0.0	0.0	0.0
?f  display  ?a  ?b  title  ?f   => ?a  founded_by  ?b	0.030769231	0.125	1	2	16	2	?b	0.0	0.0	0.0
?f  commons  ?a  ?b  title  ?f   => ?a  founded_by  ?b	0.030769231	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?a  display  ?f  ?b  title  ?f   => ?a  founded_by  ?b	0.030769231	0.222222222	1	2	9	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  industry  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?a  products  ?f  ?b  spouse  ?f   => ?a  founded_by  ?b	0.015384615	0.066666667	0.1	1	15	10	?b	0.0	0.0	0.0
?a  commons  ?f  ?b  title  ?f   => ?a  founded_by  ?b	0.030769231	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?b  title  ?f   => ?a  founded_by  ?b	0.015384615	0.014084507	0.333333333	1	71	3	?b	0.0	0.0	0.0
?b  children  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.142857143	0.5	1	7	2	?b	0.0	0.0	0.0
?a  successor  ?f  ?b  title  ?f   => ?a  founded_by  ?b	0.015384615	0.090909091	1	1	11	1	?b	0.0	0.0	0.0
?a  name  ?f  ?b  title  ?f   => ?a  founded_by  ?b	0.015384615	0.058823529	1	1	17	1	?b	0.0	0.0	0.0
?a  products  ?f  ?b  relatives  ?f   => ?a  founded_by  ?b	0.030769231	0.133333333	0.4	2	15	5	?b	0.0	0.0	0.0
?a  industry  ?f  ?b  relatives  ?f   => ?a  founded_by  ?b	0.015384615	0.111111111	0.333333333	1	9	3	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  relatives  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  active_years_start_year  ?f  ?a  founding_year  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.333333333	1	4	3	?b	0.0	0.0	0.0
?a  name  ?f  ?b  salary  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  display  ?a   => ?a  founded_by  ?b	0.046153846	0.25	1	3	12	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  commons  ?a   => ?a  founded_by  ?b	0.030769231	0.2	0.666666667	2	10	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  display  ?f   => ?a  founded_by  ?b	0.046153846	0.25	1	3	12	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.030769231	0.133333333	0.2	2	15	10	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  name  ?f   => ?a  founded_by  ?b	0.030769231	0.25	0.4	2	8	5	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  commons  ?f   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  industry  ?f   => ?a  founded_by  ?b	0.015384615	0.111111111	0.166666667	1	9	6	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  successor  ?f   => ?a  founded_by  ?b	0.015384615	0.066666667	0.5	1	15	2	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?a  founders  ?f  ?b  relatives  ?f   => ?a  founded_by  ?b	0.015384615	0.0625	0.166666667	1	16	6	?b	0.0	0.0	0.0
?b  relatives  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.015384615	0.058823529	0.1	1	17	10	?b	0.0	0.0	0.0
?b  education  ?f  ?a  industry  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.25	1	6	4	?b	0.0	0.0	0.0
?b  education  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.030769231	0.2	0.2	2	10	10	?b	0.0	0.0	0.0
?b  education  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.015384615	0.1	0.1	1	10	10	?b	0.0	0.0	0.0
?b  before  ?f  ?f  title  ?a   => ?a  founded_by  ?b	0.015384615	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?b  before  ?f  ?f  boards  ?a   => ?a  founded_by  ?b	0.015384615	0.111111111	0.25	1	9	4	?b	0.0	0.0	0.0
?b  before  ?f  ?a  key_person  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  before  ?f  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.015384615	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?b  education  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.25	1	4	4	?b	0.0	0.0	0.0
?b  education  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.25	1	4	4	?b	0.0	0.0	0.0
?b  education  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  before  ?f  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.5	1	6	2	?b	0.0	0.0	0.0
?b  after  ?f  ?f  title  ?a   => ?a  founded_by  ?b	0.030769231	0.1	0.666666667	2	20	3	?b	0.0	0.0	0.0
?b  after  ?f  ?f  known  ?a   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_person  ?f   => ?a  founded_by  ?b	0.030769231	0.166666667	0.666666667	2	12	3	?b	0.0	0.0	0.0
?b  after  ?f  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.015384615	0.090909091	1	1	11	1	?b	0.0	0.0	0.0
?b  before  ?f  ?a  ceo  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  after  ?f  ?f  boards  ?a   => ?a  founded_by  ?b	0.015384615	0.066666667	0.25	1	15	4	?b	0.0	0.0	0.0
?a  location_city  ?f  ?b  residence  ?f   => ?a  founded_by  ?b	0.107692308	0.104477612	0.120689655	7	67	58	?b	0.0	0.0	0.0
?b  after  ?f  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.1	0.5	1	10	2	?b	0.0	0.0	0.0
?b  after  ?f  ?f  employer  ?a   => ?a  founded_by  ?b	0.015384615	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  residence  ?f   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  subsid  ?f   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.015384615	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?b  alt  ?f  ?f  occupation  ?a   => ?a  founded_by  ?b	0.015384615	0.2	0.333333333	1	5	3	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.046153846	1	1	3	3	3	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  key_person  ?f   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  founder  ?f   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  board  ?f  ?f  display  ?a   => ?a  founded_by  ?b	0.015384615	0.125	1	1	8	1	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.015384615	0.1	0.2	1	10	5	?b	0.0	0.0	0.0
?b  board  ?f  ?a  successor  ?f   => ?a  founded_by  ?b	0.015384615	0.041666667	0.5	1	24	2	?b	0.0	0.0	0.0
?b  alma_mater  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.015384615	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?b  board  ?f  ?a  display  ?f   => ?a  founded_by  ?b	0.015384615	0.125	1	1	8	1	?b	0.0	0.0	0.0
?f  commons  ?a  ?b  known  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  board  ?f  ?a  name  ?f   => ?a  founded_by  ?b	0.015384615	0.083333333	0.333333333	1	12	3	?b	0.0	0.0	0.0
?b  display  ?f  ?f  known_for  ?a   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.046153846	1	1	3	3	3	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.030769231	0.333333333	0.333333333	2	6	6	?b	0.0	0.0	0.0
?b  display  ?f  ?a  key_person  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  width  ?f  ?b  width  ?f   => ?a  founded_by  ?b	0.015384615	0.014492754	0.2	1	69	5	?b	0.0	0.0	0.0
?a  display  ?f  ?b  known  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  commons  ?f  ?b  known  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.030769231	0.333333333	0.333333333	2	6	6	?b	0.0	0.0	0.0
?f  display  ?a  ?b  known  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  commons  ?f  ?f  known_for  ?a   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?b  corporate  ?f  ?a  products  ?f   => ?a  founded_by  ?b	0.030769231	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  corporate  ?f  ?b  corporate  ?f   => ?a  founded_by  ?b	0.030769231	0.125	0.25	2	16	8	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.430769231	0.595744681	1	28	47	28	?b	0.0	0.0	0.0
?f  alt  ?b  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.046153846	0.6	1	3	5	3	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.046153846	1	1	3	3	3	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.030769231	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?f  spouse  ?b   => ?a  founded_by  ?b	0.030769231	0.032258065	0.5	2	62	4	?b	0.0	0.0	0.0
?f  before  ?b  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.015384615	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  after  ?b  ?a  founded_by  ?f   => ?a  founded_by  ?b	0.015384615	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.169230769	0.224489796	0.611111111	11	49	18	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_person  ?f   => ?a  founded_by  ?b	0.030769231	0.2	0.333333333	2	10	6	?b	0.0	0.0	0.0
?f  alt  ?b  ?a  key_person  ?f   => ?a  founded_by  ?b	0.030769231	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?f  after  ?b  ?a  key_person  ?f   => ?a  founded_by  ?b	0.030769231	0.153846154	0.2	2	13	10	?b	0.0	0.0	0.0
?a  key_person  ?f  ?f  relatives  ?b   => ?a  founded_by  ?b	0.015384615	0.066666667	0.333333333	1	15	3	?b	0.0	0.0	0.0
?f  display  ?b  ?a  key_person  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  key_person  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  name  ?f   => ?a  founded_by  ?b	0.138461538	1	1	9	9	9	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  name  ?f   => ?a  founded_by  ?b	0.061538462	0.266666667	0.666666667	4	15	6	?b	0.0	0.0	0.0
?f  key_person  ?b  ?a  name  ?f   => ?a  founded_by  ?b	0.046153846	0.130434783	0.75	3	23	4	?b	0.0	0.0	0.0
?f  founder  ?b  ?a  name  ?f   => ?a  founded_by  ?b	0.046153846	0.428571429	1	3	7	3	?b	0.0	0.0	0.0
?f  key_people  ?b  ?a  name  ?f   => ?a  founded_by  ?b	0.015384615	0.043478261	1	1	23	1	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  home_town  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?b  home_town  ?f  ?a  region_served  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?b  commons  ?f  ?a  key_person  ?f   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  location_city  ?f   => ?a  founded_by  ?b	0.015384615	0.111111111	0.142857143	1	9	7	?b	0.0	0.0	0.0
?a  founder  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.2	0.282608696	0.764705882	13	46	17	?b	0.0	0.0	0.0
?a  name  ?f  ?f  owning_company  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  name  ?f  ?f  owner  ?b   => ?a  founded_by  ?b	0.015384615	0.076923077	0.166666667	1	13	6	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  foundation_place  ?f   => ?a  founded_by  ?b	0.030769231	0.333333333	0.4	2	6	5	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founder  ?f  ?f  spouse  ?b   => ?a  founded_by  ?b	0.030769231	0.043478261	1	2	46	2	?b	0.0	0.0	0.0
?f  alt  ?b  ?a  founder  ?f   => ?a  founded_by  ?b	0.030769231	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?f  after  ?b  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	0.2	0.333333333	1	5	3	?b	0.0	0.0	0.0
?f  before  ?b  ?a  founder  ?f   => ?a  founded_by  ?b	0.015384615	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?a  key_people  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.092307692	0.133333333	0.428571429	6	45	14	?b	0.0	0.0	0.0
?f  alt  ?b  ?a  key_people  ?f   => ?a  founded_by  ?b	0.030769231	0.5	1	2	4	2	?b	0.0	0.0	0.0
?f  before  ?b  ?a  key_people  ?f   => ?a  founded_by  ?b	0.015384615	0.142857143	0.333333333	1	7	3	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  product  ?f   => ?a  founded_by  ?b	0.015384615	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  product  ?f   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  products  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founded_by  ?b   => ?a  founded_by  ?b	0.107692308	1	1	7	7	7	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founder  ?b   => ?a  founded_by  ?b	0.076923077	0.555555556	1	5	9	5	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  products  ?f   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?f  ceo  ?b  ?a  display  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  display  ?f  ?f  key_people  ?b   => ?a  founded_by  ?b	0.030769231	0.333333333	1	2	6	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  key_person  ?b   => ?a  founded_by  ?b	0.030769231	0.25	1	2	8	2	?b	0.0	0.0	0.0
?a  display  ?f  ?f  founders  ?b   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?a  commons  ?f  ?f  founded_by  ?b   => ?a  founded_by  ?b	0.061538462	1	1	4	4	4	?b	0.0	0.0	0.0
?a  commons  ?f  ?f  key_person  ?b   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?a  commons  ?f  ?f  founder  ?b   => ?a  founded_by  ?b	0.061538462	1	1	4	4	4	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.184615385	0.387096774	0.631578947	12	31	19	?b	0.0	0.0	0.0
?f  ceo  ?b  ?a  commons  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?f  name  ?b  ?a  owning_company  ?f   => ?a  founded_by  ?b	0.015384615	0.023255814	0.333333333	1	43	3	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?f  relatives  ?b   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  founders  ?f  ?f  relatives  ?b   => ?a  founded_by  ?b	0.015384615	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founders  ?f   => ?a  founded_by  ?b	0.030769231	0.333333333	0.333333333	2	6	6	?b	0.0	0.0	0.0
?f  commons  ?b  ?a  founders  ?f   => ?a  founded_by  ?b	0.030769231	0.333333333	0.333333333	2	6	6	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?f  key_person  ?b   => ?a  founded_by  ?b	0.015384615	0.2	1	1	5	1	?b	0.0	0.0	0.0
?a  ceo  ?f  ?f  name  ?b   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?f  founder  ?b   => ?a  founded_by  ?b	0.015384615	0.2	1	1	5	1	?b	0.0	0.0	0.0
?f  founded_by  ?b  ?a  trading_name  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?f  founders  ?b  ?a  trading_name  ?f   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?f  after  ?b  ?a  ceo  ?f   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?f  key_people  ?b   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  name  ?a   => ?a  founded_by  ?b	0.138461538	0.209302326	0.209302326	9	43	43	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.107692308	1	1	7	7	7	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?f  founded_by  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  commons  ?a  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.061538462	0.666666667	0.666666667	4	6	6	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  trading_name  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founder  ?b   => ?a  founded_by  ?b	0.076923077	0.555555556	1	5	9	5	?b	0.0	0.0	0.0
?e  commons  ?a  ?e  founder  ?b   => ?a  founded_by  ?b	0.061538462	1	1	4	4	4	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  name  ?a   => ?a  founded_by  ?b	0.046153846	0.063829787	0.12	3	47	25	?b	0.0	0.0	0.0
?e  commons_category  ?a  ?e  founder  ?b   => ?a  founded_by  ?b	0.015384615	0.2	1	1	5	1	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  owner  ?a   => ?a  founded_by  ?b	0.015384615	0.25	0.25	1	4	4	?b	0.0	0.0	0.0
?e  key_person  ?b  ?e  name  ?a   => ?a  founded_by  ?b	0.046153846	0.044117647	0.2	3	68	15	?b	0.0	0.0	0.0
?e  display  ?a  ?e  key_person  ?b   => ?a  founded_by  ?b	0.030769231	0.25	1	2	8	2	?b	0.0	0.0	0.0
?e  commons_category  ?a  ?e  key_person  ?b   => ?a  founded_by  ?b	0.015384615	0.2	1	1	5	1	?b	0.0	0.0	0.0
?e  commons  ?a  ?e  key_person  ?b   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?e  after  ?b  ?e  title  ?a   => ?a  founded_by  ?b	0.030769231	0.166666667	0.666666667	2	12	3	?b	0.0	0.0	0.0
?e  after  ?b  ?e  employer  ?a   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?e  after  ?b  ?e  boards  ?a   => ?a  founded_by  ?b	0.015384615	0.125	0.25	1	8	4	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owner  ?a   => ?a  founded_by  ?b	0.046153846	0.333333333	0.6	3	9	5	?b	0.0	0.0	0.0
?e  author  ?b  ?e  known_for  ?a   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  manufacturer  ?a   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  name  ?a   => ?a  founded_by  ?b	0.030769231	0.111111111	2	2	18	1	?b	0.0	0.0	0.0
?e  author  ?b  ?e  rocket_operator  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  rocket_manufacturer  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  commons_category  ?a  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  Major_Contractors  ?a  ?e  author  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  proposer  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  Launch_Vehicle  ?a  ?e  author  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  launch_contractor  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  salary  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  operator  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  Ship_operator  ?a  ?e  author  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  employer  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  occupation  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  products  ?e   => ?a  founded_by  ?b	0.030769231	0.5	∞	2	4	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owning_company  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_person  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  type  ?e   => ?a  founded_by  ?b	0.030769231	2	∞	2	1	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  number_of_employees  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  num_employees  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founding_year  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  industry  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founded_by  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  homepage  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  name  ?e   => ?a  founded_by  ?b	0.030769231	0.2	2	2	10	1	?b	0.0	0.0	0.0
?e  author  ?b  ?a  location_city  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
