Loading files... 
  Starting company_founder_full.tsv
  Finished company_founder_full.tsv, still running: 0
Loaded 12776 facts in 0.19 s using -66 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  founders  ?f  ?i  owner  ?f  ?i  owning_company  ?b   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?a  founders  ?f  ?i  key_people  ?f   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?i  founders  ?b  ?a  founders  ?f  ?i  key_people  ?f   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  key_people  ?f  ?i  key_person  ?b   => ?a  founded_by  ?b	0.2	0.166666667	0.333333333	1	6	3	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  key_people  ?b  ?i  key_people  ?f   => ?a  founded_by  ?b	0.2	0.1	0.2	1	10	5	?a	0.0	0.0	0.0
?i  founder  ?b  ?a  founders  ?f  ?i  key_people  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  key_people  ?b  ?i  key_person  ?f   => ?a  founded_by  ?b	0.2	0.25	0.5	1	4	2	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  key_person  ?b  ?i  key_person  ?f   => ?a  founded_by  ?b	0.2	0.25	0.5	1	4	2	?a	0.0	0.0	0.0
?i  founder  ?b  ?a  founders  ?f  ?i  key_person  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?a  founders  ?f  ?i  key_person  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  child  ?b  ?i  child  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  designer  ?b  ?i  designer  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  child  ?f  ?i  children  ?b  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.166666667	0.333333333	1	6	3	?a	0.0	0.0	0.0
?i  founder  ?f  ?a  founders  ?f  ?i  key_person  ?b   => ?a  founded_by  ?b	0.2	0.25	0.5	1	4	2	?a	0.0	0.0	0.0
?i  founder  ?f  ?a  founders  ?f  ?i  key_people  ?b   => ?a  founded_by  ?b	0.2	0.25	0.5	1	4	2	?a	0.0	0.0	0.0
?i  after  ?b  ?i  after  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?i  founder  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founder  ?b  ?i  founder  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  after  ?f  ?i  before  ?b  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founders  ?b  ?a  founders  ?f  ?i  founders  ?f   => ?a  founded_by  ?b	0.4	0.333333333	0.666666667	2	6	3	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  owner  ?b  ?i  owning_company  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  founders  ?f  ?i  key_people  ?b   => ?a  founded_by  ?b	0.2	0.0625	0.125	1	16	8	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  owning_company  ?b  ?i  owning_company  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?i  founded_by  ?f  ?a  founders  ?f   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  name  ?b  ?i  name  ?f   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?i  founded_by  ?f  ?a  founders  ?f  ?i  key_person  ?b   => ?a  founded_by  ?b	0.2	0.166666667	0.333333333	1	6	3	?a	0.0	0.0	0.0
?i  founded_by  ?f  ?i  founder  ?b  ?a  founders  ?f   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  founded_by  ?f  ?a  founders  ?f  ?i  key_people  ?b   => ?a  founded_by  ?b	0.2	0.1	0.2	1	10	5	?a	0.0	0.0	0.0
?a  founders  ?f  ?i  spouse  ?b  ?i  spouse  ?f   => ?a  founded_by  ?b	0.2	0.2	0.5	1	5	2	?a	0.0	0.0	0.0
?j  founded_by  ?b  ?f  owner  ?j  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  founders  ?b  ?f  owner  ?j  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  author  ?j  ?j  founded_by  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  author  ?j  ?j  founders  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  key_people  ?b  ?f  owner  ?j  ?a  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?f  author  ?j  ?j  key_people  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  founders  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  key_people  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  founded_by  ?b  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  founders  ?b  ?a  services  ?f  ?i  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?i  products  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  founders  ?b  ?i  products  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  key_people  ?b  ?i  products  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?i  key_people  ?b  ?a  services  ?f  ?i  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?i  founders  ?b  ?i  service  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?i  service  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?a  VIAF_Id  ?f  ?i  VIAF_Id  ?f  ?i  founders  ?b   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  key_people  ?b  ?i  service  ?f  ?a  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?a  founded  ?f  ?i  founded_by  ?b  ?i  location_country  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?a  VIAF_Id  ?f  ?i  VIAF_Id  ?f  ?i  key_people  ?b   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?a  founded  ?f  ?i  founder  ?b  ?i  location_country  ?f   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?a  founded  ?f  ?i  founded  ?f  ?i  founder  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?f  author  ?j  ?j  founded_by  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  author  ?j  ?j  founders  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  author  ?j  ?j  key_people  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?j  founded_by  ?b  ?f  owner  ?j  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  key_people  ?b  ?f  owner  ?j  ?a  service  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?i  founders  ?b  ?a  service  ?f  ?i  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  founders  ?b  ?f  owner  ?j  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  key_people  ?b  ?a  service  ?f  ?i  service  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?i  founded_by  ?b  ?a  service  ?f  ?i  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  founders  ?b  ?a  service  ?f  ?i  services  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  key_people  ?b  ?a  service  ?f  ?i  services  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  founders  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?a  LCCN_Id  ?f  ?i  LCCN_Id  ?f  ?i  founders  ?b   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  founded_by  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?f  developer  ?j  ?j  key_people  ?b  ?a  service  ?f   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founder  ?b  ?e  founder  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?a  LCCN_Id  ?f  ?i  LCCN_Id  ?f  ?i  key_people  ?b   => ?a  founded_by  ?b	0.2	0.25	0.25	1	4	4	?a	0.0	0.0	0.0
?e  founder  ?b  ?e  founder  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founder  ?b  ?e  founder  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?j  ?e  founder  ?b  ?j  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founded_by  ?j  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founded_by  ?j  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?e  key_person  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?j  name  ?a  ?e  name  ?j   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founder  ?b  ?e  key_person  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founder  ?b  ?e  key_person  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?e  key_people  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?a  former_name  ?j  ?e  former_name  ?j  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founder  ?b  ?e  key_people  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founder  ?b  ?e  key_people  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?i  board  ?a  ?i  board  ?e  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?i  board  ?e  ?i  boards  ?a  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  owner  ?a  ?i  owning_company  ?e   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  owning_company  ?a  ?i  owning_company  ?e   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  owner  ?a  ?i  owner  ?e   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?i  board  ?a  ?e  founder  ?b  ?i  occupation  ?e   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?i  boards  ?a  ?e  founder  ?b  ?i  occupation  ?e   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  owner  ?e  ?i  owning_company  ?a   => ?a  founded_by  ?b	0.2	1	1	1	1	1	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  occupation  ?a  ?i  occupation  ?e   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?i  boards  ?a  ?i  boards  ?e  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founder  ?b  ?i  name  ?a  ?i  name  ?e   => ?a  founded_by  ?b	0.2	0.5	1	1	2	1	?a	0.0	0.0	0.0
?i  board  ?a  ?i  boards  ?e  ?e  founder  ?b   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  location_city  ?j  ?j  owner  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  key_person  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.6	0.130434783	1	3	23	3	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founded_by  ?b  ?e  key_person  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founded_by  ?b  ?e  key_person  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  key_people  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.6	0.078947368	0.75	3	38	4	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founded_by  ?b  ?e  key_people  ?j   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founded_by  ?b  ?e  key_people  ?j   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?j  employer  ?a  ?e  founded_by  ?b  ?e  key_people  ?j   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  parent  ?a  ?e  product  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  developer  ?a  ?e  founded_by  ?b  ?e  product  ?j   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  parent_company  ?a  ?e  product  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  founder  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.4	0.166666667	1	2	12	2	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founded_by  ?b  ?e  founder  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founded_by  ?b  ?e  founder  ?j   => ?a  founded_by  ?b	0.2	0.5	0.5	1	2	2	?a	0.0	0.0	0.0
?j  developer  ?a  ?e  founded_by  ?b  ?e  products  ?j   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  parent  ?a  ?e  products  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  parent_company  ?a  ?e  products  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  developer  ?a  ?e  founded_by  ?b  ?e  services  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  owner  ?a  ?e  services  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  author  ?a  ?e  founded_by  ?b  ?e  services  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  developer  ?a  ?e  founded_by  ?b  ?e  service  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?e  founders  ?j  ?j  occupation  ?a   => ?a  founded_by  ?b	0.6	0.09375	0.75	3	32	4	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?j  owner  ?a  ?e  service  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  author  ?a  ?e  founded_by  ?b  ?e  service  ?j   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?j  board  ?a  ?e  founded_by  ?b  ?e  founders  ?j   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?j  boards  ?a  ?e  founded_by  ?b  ?e  founders  ?j   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?i  board  ?a  ?e  founded_by  ?b  ?i  occupation  ?e   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  occupation  ?e  ?i  title  ?a   => ?a  founded_by  ?b	0.4	0.142857143	1	2	14	2	?a	0.0	0.0	0.0
?i  employer  ?a  ?e  founded_by  ?b  ?i  occupation  ?e   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?i  boards  ?a  ?e  founded_by  ?b  ?i  occupation  ?e   => ?a  founded_by  ?b	0.4	0.5	0.5	2	4	4	?a	0.0	0.0	0.0
?i  board  ?e  ?e  founded_by  ?b  ?i  occupation  ?a   => ?a  founded_by  ?b	0.6	0.083333333	0.5	3	36	6	?a	0.0	0.0	0.0
?i  board  ?e  ?i  boards  ?a  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.6	0.5	0.5	3	6	6	?a	0.0	0.0	0.0
?i  board  ?a  ?i  boards  ?e  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.6	0.5	0.5	3	6	6	?a	0.0	0.0	0.0
?i  boards  ?e  ?e  founded_by  ?b  ?i  occupation  ?a   => ?a  founded_by  ?b	0.6	0.083333333	0.5	3	36	6	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owner  ?a  ?i  owning_company  ?e   => ?a  founded_by  ?b	0.6	1	1	3	3	3	?a	0.0	0.0	0.0
?i  computing_platform  ?e  ?e  founded_by  ?b  ?i  platform  ?a   => ?a  founded_by  ?b	0.4	0.5	1	2	4	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owning_company  ?e  ?i  parent  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  computing_platform  ?e  ?e  founded_by  ?b  ?i  platforms  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owner  ?e  ?i  owning_company  ?a   => ?a  founded_by  ?b	0.6	1	1	3	3	3	?a	0.0	0.0	0.0
?i  developer  ?a  ?e  founded_by  ?b  ?i  owner  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owner  ?e  ?i  parent  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  author  ?a  ?e  founded_by  ?b  ?i  owner  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  developer  ?a  ?e  founded_by  ?b  ?i  license  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  Newspaper  ?e  ?i  author  ?a  ?e  founded_by  ?b   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  Newspaper  ?e  ?e  founded_by  ?b  ?i  publisher  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  parent  ?e  ?i  parent_company  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owner  ?a  ?i  parent  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owning_company  ?a  ?i  parent  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  founded_by  ?e  ?i  founder  ?a   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  employer  ?e  ?e  founded_by  ?b  ?i  occupation  ?a   => ?a  founded_by  ?b	0.4	0.333333333	1	2	6	2	?a	0.0	0.0	0.0
?i  computing_platform  ?a  ?e  founded_by  ?b  ?i  platform  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  parent  ?a  ?i  parent_company  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  issuing_authority  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  client  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  computing_platform  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	0.5	∞	2	4	0	?a	0.0	0.0	0.0
?i  Customers  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  occupation  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  origins  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  operating_system  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  display  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  affiliations  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  license  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  connectivity  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  publisher  ?e  ?i  work  ?a   => ?a  founded_by  ?b	0.4	1	∞	2	2	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  organization  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  parent  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  last  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  Newspaper  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	1	1	2	2	2	?a	0.0	0.0	0.0
?i  designers  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  former_employer  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  foundry  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  Aux  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  publisher  ?e  ?i  type  ?a   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  parent_company  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  employer  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  brand  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  publisher  ?e  ?i  sponsor  ?a   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  owning_company  ?a  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?e  founded_by  ?b  ?i  publisher  ?e  ?i  related  ?a   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
?i  founded_by  ?a  ?e  founded_by  ?b  ?i  publisher  ?e   => ?a  founded_by  ?b	0.4	∞	∞	2	0	0	?a	0.0	0.0	0.0
