id,test,False Negative,True Negative
742,"['Nintendo', 'Lee_Kun-hee']","[""keyPerson('Nintendo_Network_Service_Database', 'Lee_Kun-hee') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Lee_Kun-hee') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Lee_Kun-hee') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Lee_Kun-hee') 1.0"", ""keyPerson('Nintendo_Software_Technology', 'Lee_Kun-hee') 1.0"", ""keyPerson('Nintendo', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Nintendo_Software_Technology', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Nintendo', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Nintendo_Wi-Fi_Connection') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Nintendo_Software_Planning_&_Development') 1.0"", ""not_keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Nintendo_Entertainment_Analysis_&_Development') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Nintendo_Integrated_Research_&_Development') 1.0"", ""not_keyPerson('Nintendo_Platform_Technology_Development', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Nintendo_System_Development') 1.0"", ""not_keyPerson('Nintendo_European_Research_&_Development', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Nintendo_Network_Service_Database', 'Lee_Kun-hee') 1.0""]"
740,"['Nintendo', 'Pierre_Nanterme']","[""keyPerson('Nintendo_Software_Technology', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Network_Service_Database', 'Pierre_Nanterme') 1.0""]","[""not_keyPerson('Nintendo_Software_Technology', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Platform_Technology_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_European_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Network_Service_Database', 'Pierre_Nanterme') 1.0""]"
739,"['Nintendo', 'Christie_Hefner']","[""keyPerson('Nintendo', 'Christie_Hefner') 1.0"", ""keyPerson('Nintendo_Network_Service_Database', 'Christie_Hefner') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Christie_Hefner') 1.0"", ""keyPerson('Nintendo_Software_Technology', 'Christie_Hefner') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Christie_Hefner') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Christie_Hefner') 1.0""]","[""not_keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Christie_Hefner') 1.0"", ""not_keyPerson('Christie_Hefner__1', 'Nintendo_Integrated_Research_&_Development') 1.0"", ""not_keyPerson('Christie_Hefner__1', 'Nintendo_Entertainment_Analysis_&_Development') 1.0"", ""not_keyPerson('Nintendo_Network_Service_Database', 'Christie_Hefner') 1.0"", ""not_keyPerson('Christie_Hefner__1', 'Nintendo_Software_Planning_&_Development') 1.0"", ""not_keyPerson('Christie_Hefner__1', 'Nintendo_Wi-Fi_Connection') 1.0"", ""not_keyPerson('Christie_Hefner__1', 'Nintendo_System_Development') 1.0"", ""not_keyPerson('Nintendo', 'Christie_Hefner') 1.0"", ""not_keyPerson('Nintendo_Software_Technology', 'Christie_Hefner') 1.0"", ""not_keyPerson('Nintendo_Platform_Technology_Development', 'Christie_Hefner') 1.0"", ""not_keyPerson('Nintendo_European_Research_&_Development', 'Christie_Hefner') 1.0""]"
727,"['Nokia', 'Andrew_Mackenzie_(businessman)']","[""keyPerson('Nokia_Networks', 'Andrew_Mackenzie_(businessman)') 1.0"", ""keyPerson('Nokia', 'Andrew_Mackenzie_(businessman)') 1.0""]","[""not_keyPerson('Nokia_Bell_Labs', 'Andrew_Mackenzie_(businessman)') 1.0"", ""not_keyPerson('Nokia_Technologies', 'Andrew_Mackenzie_(businessman)') 1.0"", ""not_keyPerson('Nokia_Networks', 'Andrew_Mackenzie_(businessman)') 1.0""]"
725,"['Nokia', 'David_Gill_(executive)']","[""keyPerson('Nokia_Networks', 'David_Gill_(executive)') 1.0"", ""keyPerson('Nokia', 'David_Gill_(executive)') 1.0""]","[""not_keyPerson('Nokia_Networks', 'David_Gill_(executive)') 1.0"", ""not_keyPerson('Nokia_Technologies', 'David_Gill_(executive)') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'David_Gill_(executive)') 1.0""]"
726,"['Nokia', 'Donald_Trump']","[""keyPerson('Nokia_Networks', 'Donald_Trump') 1.0"", ""keyPerson('Nokia_Networks', 'Donald_Trump_Jr.') 1.0"", ""keyPerson('Nokia', 'Donald_Trump_Jr.') 1.0"", ""keyPerson('Nokia', 'Donald_Trump') 1.0""]","[""not_keyPerson('Nokia_Technologies', 'Donald_Trump_Jr.') 1.0"", ""not_keyPerson('Nokia_Networks', 'Donald_Trump') 1.0"", ""not_keyPerson('Nokia_Networks', 'Donald_Trump_Jr.') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'Donald_Trump') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'Donald_Trump_Jr.') 1.0"", ""not_keyPerson('Nokia_Technologies', 'Donald_Trump') 1.0"", ""not_keyPerson('Nokia', 'Donald_Trump') 1.0""]"
724,"['Nokia', 'Evan_G._Greenberg']","[""keyPerson('Nokia_Networks', 'Evan_G._Greenberg') 1.0"", ""keyPerson('Nokia', 'Evan_G._Greenberg') 1.0""]","[""not_keyPerson('Nokia_Networks', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('Nokia', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'Evan_G._Greenberg') 1.0"", ""not_keyPerson('Nokia_Technologies', 'Evan_G._Greenberg') 1.0""]"
723,"['Nokia', 'Masayoshi_Son']","[""keyPerson('Nokia_Networks', 'Masayoshi_Son') 1.0"", ""keyPerson('Nokia', 'Masayoshi_Son') 1.0""]","[""not_keyPerson('Nokia_Technologies', 'Masayoshi_Son') 1.0"", ""not_keyPerson('Nokia_Networks', 'Masayoshi_Son') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'Masayoshi_Son') 1.0""]"
728,"['Nortel', 'David_J._Lesar']","[""keyPerson('Nortel', 'David_J._Lesar') 1.0""]","[""not_keyPerson('Nortel', 'David_J._Lesar') 1.0""]"
732,"['Nortel', 'Hubert_Joly']","[""keyPerson('Nortel', 'Hubert_Joly') 1.0""]","[""not_keyPerson('Nortel', 'Hubert_Joly') 1.0""]"
730,"['Nortel', 'Lee_Kun-hee']","[""keyPerson('Nortel', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Nortel', 'Lee_Kun-hee') 1.0""]"
729,"['Nortel', 'Warren_Buffett']","[""keyPerson('Nortel', 'Warren_Buffett') 1.0""]","[""not_keyPerson('Nortel', 'Warren_Buffett') 1.0"", ""not_keyPerson('Nortel', 'Warren_Buffett_VCSSGOC') 1.0""]"
737,"['Novartis', 'Carlos_Ghosn']","[""keyPerson('Novartis', 'Carlos_Ghosn') 1.0""]",[]
736,"['Novartis', 'Michael_Dell']","[""keyPerson('Novartis', 'Michael_Dell') 1.0""]","[""not_keyPerson('Novartis', 'Michael_Dell') 1.0""]"
734,"['Novartis', 'Tom_Enders']","[""keyPerson('Novartis', 'Tom_Enders') 1.0""]",[]
735,"['Novartis', 'Vijay_K._Thadani']","[""keyPerson('Novartis', 'Vijay_K._Thadani') 1.0""]",[]
744,"['Office_Depot', 'Anshu_Jain']","[""keyPerson('Office_Depot', 'Anshu_Jain') 1.0""]","[""not_keyPerson('Office_Depot', 'Anshu_Jain') 1.0""]"
747,"['Office_Depot', 'James_J._Greco']","[""keyPerson('Office_Depot', 'James_J._Greco') 1.0""]","[""not_keyPerson('Office_Depot', 'James_J._Greco') 1.0""]"
746,"['Office_Depot', 'Jeffrey_R._Immelt']","[""keyPerson('Office_Depot', 'Jeffrey_R._Immelt') 1.0""]","[""not_keyPerson('Office_Depot', 'Jeffrey_R._Immelt') 1.0""]"
745,"['Office_Depot', 'John_T._Chambers']","[""keyPerson('Office_Depot', 'John_T._Chambers') 1.0""]","[""not_keyPerson('Office_Depot', 'John_T._Chambers') 1.0""]"
743,"['Office_Depot', 'Tim_Cook']","[""keyPerson('Office_Depot', 'Tim_Cook') 1.0""]","[""not_keyPerson('Office_Depot', 'Tim_Cook') 1.0""]"
751,"['Oracle_Corporation', 'Carlos_Ghosn']","[""keyPerson('Oracle_Corporation', 'Carlos_Ghosn') 1.0""]",[]
750,"['Oracle_Corporation', 'Isaac_Larian']","[""keyPerson('Oracle_Corporation', 'Isaac_Larian') 1.0""]",[]
752,"['Oracle_Corporation', 'John_Stumpf']","[""keyPerson('Oracle_Corporation', 'John_Stumpf') 1.0""]",[]
749,"['Oracle_Corporation', 'Muhtar_Kent']","[""keyPerson('Oracle_Corporation', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Oracle_Corporation', 'Muhtar_Kent') 1.0""]"
762,"['Outback_Steakhouse', 'Diego_Della_Valle']","[""keyPerson('Outback_Steakhouse', 'Diego_Della_Valle') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Diego_Della_Valle') 1.0""]"
760,"['Outback_Steakhouse', 'Dieter_Zetsche']","[""keyPerson('Outback_Steakhouse', 'Dieter_Zetsche') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Dieter_Zetsche') 1.0""]"
761,"['Outback_Steakhouse', 'Howard_Schultz']","[""keyPerson('Outback_Steakhouse', 'Howard_Schultz') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Howard_Schultz') 1.0""]"
758,"['Outback_Steakhouse', 'Scott_Etzler']","[""keyPerson('Outback_Steakhouse', 'Scott_Etzler') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Scott_Etzler') 1.0""]"
759,"['Outback_Steakhouse', 'Tom_L._Ward']","[""keyPerson('Outback_Steakhouse', 'Tom_L._Ward') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Tom_L._Ward') 1.0""]"
763,"['PepsiCo', 'Mukesh_Ambani']","[""keyPerson('PepsiCo', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('List_of_assets_owned_by_PepsiCo', 'Mukesh_Ambani') 1.0"", ""not_keyPerson('PepsiCo', 'Mukesh_Ambani') 1.0""]"
767,"['Pfizer', 'Al-Waleed_bin_Talal']","[""keyPerson('Pfizer', 'Al-Waleed_bin_Talal') 1.0""]","[""not_keyPerson('Pfizer_UK', 'Al-Waleed_bin_Talal') 1.0"", ""not_keyPerson('Pfizer', 'Al-Waleed_bin_Talal') 1.0""]"
771,"['Pfizer', 'Alan_Joyce_(executive)']","[""keyPerson('Pfizer', 'Alan_Joyce_(executive)') 1.0""]","[""not_keyPerson('Pfizer', 'Alan_Joyce_(executive)') 1.0"", ""not_keyPerson('Pfizer_UK', 'Alan_Joyce_(executive)') 1.0""]"
770,"['Pfizer', 'Andrew_S._Rosen']","[""keyPerson('Pfizer', 'Andrew_S._Rosen') 1.0""]","[""not_keyPerson('Pfizer_UK', 'Andrew_S._Rosen') 1.0""]"
769,"['Pfizer', 'Frederick_W._Smith']","[""keyPerson('Pfizer', 'Frederick_W._Smith') 1.0""]","[""not_keyPerson('Pfizer', 'Frederick_W._Smith') 1.0""]"
768,"['Pfizer', 'Rupert_Murdoch']","[""keyPerson('Pfizer', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('Pfizer', 'Rupert_Murdoch') 1.0"", ""not_keyPerson('Pfizer_UK', 'Rupert_Murdoch') 1.0""]"
772,"['Pizza_Hut', 'Ian_King_(BAE_Systems)']","[""keyPerson('Pizza_Hut', 'Ian_King_(BAE_Systems)') 1.0""]","[""not_keyPerson('Pizza_Hut', 'Ian_King_(BAE_Systems)') 1.0""]"
773,"['Pizza_Hut', 'Jay_S._Fishman']","[""keyPerson('Pizza_Hut', 'Jay_S._Fishman') 1.0""]","[""not_keyPerson('Pizza_Hut', 'Jay_S._Fishman') 1.0""]"
774,"['Pizza_Hut', 'Lee_Kun-hee']","[""keyPerson('Pizza_Hut', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Pizza_Hut', 'Lee_Kun-hee') 1.0""]"
775,"['Pizza_Hut', 'Michael_Dell']","[""keyPerson('Pizza_Hut', 'Michael_Dell') 1.0""]","[""not_keyPerson('Pizza_Hut', 'Michael_Dell') 1.0""]"
781,"['Playboy_Enterprises', 'Dilip_Shanghvi']","[""keyPerson('Playboy_Enterprises', 'Dilip_Shanghvi') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Dilip_Shanghvi') 1.0""]"
777,"['Playboy_Enterprises', 'Evan_G._Greenberg']","[""keyPerson('Playboy_Enterprises', 'Evan_G._Greenberg') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Evan_G._Greenberg') 1.0""]"
780,"['Playboy_Enterprises', 'Ian_King_(BAE_Systems)']","[""keyPerson('Playboy_Enterprises', 'Ian_King_(BAE_Systems)') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Ian_King_(BAE_Systems)') 1.0""]"
779,"['Playboy_Enterprises', 'Masayoshi_Son']","[""keyPerson('Playboy_Enterprises', 'Masayoshi_Son') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Masayoshi_Son') 1.0""]"
778,"['Playboy_Enterprises', 'Meg_Whitman']","[""keyPerson('Playboy_Enterprises', 'Meg_Whitman') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Meg_Whitman') 1.0""]"
787,"['Popular,_Inc.', 'Anil_Ambani']","[""keyPerson('Popular,_Inc.', 'Anil_Ambani') 1.0""]","[""not_keyPerson('Popular,_Inc.', 'Anil_Ambani') 1.0""]"
788,"['Popular,_Inc.', 'Hiroshi_Okuda']","[""keyPerson('Popular,_Inc.', 'Hiroshi_Okuda') 1.0""]",[]
790,"['Popular,_Inc.', 'James_J._Greco']","[""keyPerson('Popular,_Inc.', 'James_J._Greco') 1.0""]",[]
793,"['Prudential_Financial', 'David_C._Novak']","[""keyPerson('Prudential_Financial', 'David_C._Novak') 1.0""]","[""not_keyPerson('Prudential_Financial', 'David_C._Novak') 1.0""]"
795,"['Prudential_Financial', 'Jeffrey_R._Immelt']","[""keyPerson('Prudential_Financial', 'Jeffrey_R._Immelt') 1.0""]",[]
791,"['Prudential_Financial', 'Larry_Page']","[""keyPerson('Prudential_Financial', 'Larry_Page') 1.0""]","[""not_keyPerson('Prudential_Financial', 'Larry_Page') 1.0""]"
792,"['Prudential_Financial', 'Paul_Reiche_III']","[""keyPerson('Prudential_Financial', 'Paul_Reiche_III') 1.0""]","[""not_keyPerson('Prudential_Financial', 'Paul_Reiche_III') 1.0""]"
794,"['Prudential_Financial', 'Steve_Siegel']","[""keyPerson('Prudential_Financial', 'Steve_Siegel') 1.0""]","[""not_keyPerson('Prudential_Financial', 'Steve_Siegel') 1.0""]"
799,"['Qantas', 'David_Gill_(executive)']","[""keyPerson('Qantas_Freight', 'David_Gill_(executive)') 1.0"", ""keyPerson('Qantas', 'David_Gill_(executive)') 1.0"", ""keyPerson('QantasLink', 'David_Gill_(executive)') 1.0""]","[""not_keyPerson('Qantas_Freight', 'David_Gill_(executive)') 1.0"", ""not_keyPerson('Qantas', 'David_Gill_(executive)') 1.0"", ""not_keyPerson('QantasLink', 'David_Gill_(executive)') 1.0""]"
796,"['Qantas', 'Lowell_McAdam']","[""keyPerson('Qantas', 'Lowell_McAdam') 1.0"", ""keyPerson('QantasLink', 'Lowell_McAdam') 1.0"", ""keyPerson('Qantas_Freight', 'Lowell_McAdam') 1.0""]","[""not_keyPerson('Qantas', 'Lowell_McAdam') 1.0"", ""not_keyPerson('QantasLink', 'Lowell_McAdam') 1.0"", ""not_keyPerson('Qantas_Freight', 'Lowell_McAdam') 1.0""]"
800,"['Qantas', 'Stephen_J._Luczo']","[""keyPerson('QantasLink', 'Stephen_J._Luczo') 1.0"", ""keyPerson('Qantas', 'Stephen_J._Luczo') 1.0"", ""keyPerson('Qantas_Freight', 'Stephen_J._Luczo') 1.0""]","[""not_keyPerson('Qantas_Freight', 'Stephen_J._Luczo') 1.0"", ""not_keyPerson('QantasLink', 'Stephen_J._Luczo') 1.0"", ""not_keyPerson('Qantas', 'Stephen_J._Luczo') 1.0""]"
805,"['Qwest', 'Al-Waleed_bin_Talal']","[""keyPerson('Qwest_Corporation', 'Al-Waleed_bin_Talal') 1.0"", ""keyPerson('Qwest', 'Al-Waleed_bin_Talal') 1.0""]","[""not_keyPerson('Qwest', 'Al-Waleed_bin_Talal') 1.0"", ""not_keyPerson('Qwest_Corporation', 'Al-Waleed_bin_Talal') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Al-Waleed_bin_Talal') 1.0""]"
804,"['Qwest', 'Douglas_R._Oberhelman']","[""keyPerson('Qwest_Corporation', 'Douglas_R._Oberhelman') 1.0"", ""keyPerson('Qwest', 'Douglas_R._Oberhelman') 1.0""]","[""not_keyPerson('Qwest', 'Douglas_R._Oberhelman') 1.0"", ""not_keyPerson('Qwest_Corporation', 'Douglas_R._Oberhelman') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Douglas_R._Oberhelman') 1.0""]"
801,"['Qwest', 'Sergio_Ermotti']","[""keyPerson('Qwest_Corporation', 'Sergio_Ermotti') 1.0"", ""keyPerson('Qwest', 'Sergio_Ermotti') 1.0""]","[""not_keyPerson('Qwest', 'Sergio_Ermotti') 1.0"", ""not_keyPerson('Qwest_Corporation', 'Sergio_Ermotti') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Sergio_Ermotti') 1.0""]"
803,"['Qwest', 'Kirk_Kerkorian']","[""keyPerson('Qwest', 'Kirk_Kerkorian') 1.0"", ""keyPerson('Qwest_Corporation', 'Kirk_Kerkorian') 1.0""]","[""not_keyPerson('Qwest_Corporation', 'Kirk_Kerkorian') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Kirk_Kerkorian') 1.0"", ""not_keyPerson('Qwest', 'Kirk_Kerkorian') 1.0""]"
786,"['Ralph_Lauren_Corporation', 'Andrew_Mackenzie_(businessman)']","[""keyPerson('Ralph_Lauren_Corporation', 'Andrew_Mackenzie_(businessman)') 1.0""]",[]
784,"['Ralph_Lauren_Corporation', 'Diego_Della_Valle']","[""keyPerson('Ralph_Lauren_Corporation', 'Diego_Della_Valle') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'Diego_Della_Valle') 1.0""]"
782,"['Ralph_Lauren_Corporation', 'J._Clifford_Hudson']","[""keyPerson('Ralph_Lauren_Corporation', 'J._Clifford_Hudson') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'J._Clifford_Hudson') 1.0""]"
783,"['Ralph_Lauren_Corporation', 'Mukesh_Ambani']","[""keyPerson('Ralph_Lauren_Corporation', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'Mukesh_Ambani') 1.0""]"
785,"['Ralph_Lauren_Corporation', 'Stefano_Pessina']","[""keyPerson('Ralph_Lauren_Corporation', 'Stefano_Pessina') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'Stefano_Pessina') 1.0""]"
807,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Andrew_S._Rosen']","[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Andrew_S._Rosen') 1.0""]",[]
810,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Bob_Iger']","[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Bob_Iger') 1.0""]","[""not_keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Bob_Iger') 1.0""]"
806,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Masayoshi_Son']","[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Masayoshi_Son') 1.0""]",[]
808,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Rupert_Murdoch']","[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Rupert_Murdoch') 1.0""]"
814,"['Reliance_Industries', 'Ian_King_(BAE_Systems)']","[""keyPerson('Reliance_Industries', 'Ian_King_(BAE_Systems)') 1.0""]","[""not_keyPerson('Reliance_Industries', 'Ian_King_(BAE_Systems)') 1.0""]"
812,"['Reliance_Industries', 'Lowell_McAdam']","[""keyPerson('Reliance_Industries', 'Lowell_McAdam') 1.0""]","[""not_keyPerson('Reliance_Industries', 'Lowell_McAdam') 1.0""]"
813,"['Reliance_Industries', 'Mike_S._Zafirovski']","[""keyPerson('Reliance_Industries', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('Reliance_Industries', 'Mike_S._Zafirovski') 1.0""]"
811,"['Reliance_Industries', 'Phebe_Novakovic']","[""keyPerson('Reliance_Industries', 'Phebe_Novakovic') 1.0""]",[]
817,"['Renault', 'Grandhi_Mallikarjuna_Rao']","[""keyPerson('Renault_Sport', 'Grandhi_Mallikarjuna_Rao') 1.0"", ""keyPerson('Renault', 'Grandhi_Mallikarjuna_Rao') 1.0""]","[""not_keyPerson('Renault_Sport', 'Grandhi_Mallikarjuna_Rao') 1.0"", ""not_keyPerson('Renault', 'Grandhi_Mallikarjuna_Rao') 1.0""]"
816,"['Renault', 'Toxey_Haas']","[""keyPerson('Renault_Sport', 'Toxey_Haas') 1.0"", ""keyPerson('Renault', 'Toxey_Haas') 1.0""]","[""not_keyPerson('Renault_Sport', 'Toxey_Haas') 1.0"", ""not_keyPerson('Renault', 'Toxey_Haas') 1.0""]"
819,"['Renault', 'Bob_Iger']","[""keyPerson('Renault', 'Bob_Iger') 1.0"", ""keyPerson('Renault_Sport', 'Bob_Iger') 1.0""]","[""not_keyPerson('Renault', 'Bob_Iger') 1.0"", ""not_keyPerson('Renault_Sport', 'Bob_Iger') 1.0""]"
832,"['Royal_Bank_of_Canada', 'Bob_Iger']","[""keyPerson('Royal_Bank_of_Canada', 'Bob_Iger') 1.0""]","[""not_keyPerson('Royal_Bank_of_Canada', 'Bob_Iger') 1.0""]"
830,"['Royal_Bank_of_Canada', 'Douglas_R._Oberhelman']","[""keyPerson('Royal_Bank_of_Canada', 'Douglas_R._Oberhelman') 1.0""]","[""not_keyPerson('Royal_Bank_of_Canada', 'Douglas_R._Oberhelman') 1.0""]"
833,"['Royal_Bank_of_Canada', 'James_M._Wells,_III']","[""keyPerson('Royal_Bank_of_Canada', 'James_M._Wells,_III') 1.0""]",[]
839,"['Royal_Dutch_Shell', 'Jeff_Bezos']","[""keyPerson('Royal_Dutch_Shell', 'Jeff_Bezos') 1.0""]","[""not_keyPerson('Royal_Dutch_Shell', 'Jeff_Bezos') 1.0""]"
842,"['Royal_Dutch_Shell', 'Andrew_Witty']","[""keyPerson('Royal_Dutch_Shell', 'Sir_Andrew_Witty') 1.0"", ""keyPerson('Royal_Dutch_Shell', 'Andrew_Witty') 1.0""]","[""not_keyPerson('Royal_Dutch_Shell', 'Sir_Andrew_Witty') 1.0"", ""not_keyPerson('Royal_Dutch_Shell', 'Andrew_Witty') 1.0""]"
845,"['Saab_Automobile', 'David_Thodey']","[""keyPerson('Saab_Automobile', 'David_Thodey') 1.0""]","[""not_keyPerson('Saab_Automobile', 'David_Thodey') 1.0""]"
844,"['Saab_Automobile', 'Daymond_John']","[""keyPerson('Saab_Automobile', 'Daymond_John') 1.0""]","[""not_keyPerson('Saab_Automobile', 'Daymond_John') 1.0""]"
846,"['Saab_Automobile', 'Mike_S._Zafirovski']","[""keyPerson('Saab_Automobile', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('Saab_Automobile', 'Mike_S._Zafirovski') 1.0""]"
848,"['Saab_Automobile', 'Robert_Noel_(businessman)']","[""keyPerson('Saab_Automobile', 'Robert_Noel_(businessman)') 1.0""]","[""not_keyPerson('Saab_Automobile', 'Robert_Noel_(businessman)') 1.0""]"
847,"['Saab_Automobile', 'Vittorio_Colao']","[""keyPerson('Saab_Automobile', 'Vittorio_Colao') 1.0""]","[""not_keyPerson('Saab_Automobile', 'Vittorio_Colao') 1.0""]"
856,"['Samsung', 'Scott_Etzler']","[""keyPerson('Samsung_Fire_&_Marine_Insurance', 'Scott_Etzler') 1.0"", ""keyPerson('Samsung_Electronics', 'Scott_Etzler') 1.0"", ""keyPerson('Samsung', 'Scott_Etzler') 1.0"", ""keyPerson('Samsung_Heavy_Industries', 'Scott_Etzler') 1.0"", ""keyPerson('Samsung_C&T_Corporation', 'Scott_Etzler') 1.0"", ""keyPerson('Samsung_Life_Insurance', 'Scott_Etzler') 1.0""]","[""not_keyPerson('Samsung_Medison', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_Sports', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_Fire_&_Marine_Insurance', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_Electronics', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_Heavy_Industries', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_C&T_Corporation', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_Life_Insurance', 'Scott_Etzler') 1.0"", ""not_keyPerson('Samsung_SDS', 'Scott_Etzler') 1.0""]"
854,"['Samsung', 'Anshu_Jain']","[""keyPerson('Samsung_Heavy_Industries', 'Anshu_Jain') 1.0"", ""keyPerson('Samsung_Fire_&_Marine_Insurance', 'Anshu_Jain') 1.0"", ""keyPerson('Samsung_C&T_Corporation', 'Anshu_Jain') 1.0"", ""keyPerson('Samsung_Life_Insurance', 'Anshu_Jain') 1.0"", ""keyPerson('Samsung', 'Anshu_Jain') 1.0"", ""keyPerson('Samsung_Electronics', 'Anshu_Jain') 1.0""]","[""not_keyPerson('Samsung_Sports', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_Heavy_Industries', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_SDS', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_Fire_&_Marine_Insurance', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_C&T_Corporation', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_Life_Insurance', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_Medison', 'Anshu_Jain') 1.0"", ""not_keyPerson('Samsung_Electronics', 'Anshu_Jain') 1.0""]"
