id,test,True Positive,False Positive
107,"['Nokia', 'Rajeev_Suri']","[""keyPerson('Nokia_Technologies', 'Rajeev_Suri') 1.0"", ""keyPerson('Nokia', 'Rajeev_Suri') 1.0"", ""keyPerson('List_of_Nokia_products', 'Rajeev_Suri') 1.0"", ""keyPerson('Nokia_Networks', 'Rajeev_Suri') 1.0"", ""keyPerson('Nokia_Bell_Labs', 'Rajeev_Suri') 1.0""]","[""not_keyPerson('Nokia_Technologies', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia', 'Rajeev_Suri') 1.0"", ""not_keyPerson('List_of_Nokia_products', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia_Networks', 'Rajeev_Suri') 1.0"", ""not_keyPerson('Nokia_Bell_Labs', 'Rajeev_Suri') 1.0""]"
108,"['Nortel', 'Mike_S._Zafirovski']","[""keyPerson('Nortel', 'Mike_S._Zafirovski') 1.0""]","[""not_keyPerson('Nortel', 'Mike_S._Zafirovski') 1.0""]"
109,"['Novartis', 'Daniel_Vasella']","[""keyPerson('Novartis', 'Daniel_Vasella') 1.0""]","[""not_keyPerson('Novartis', 'Daniel_Vasella') 1.0""]"
111,"['Oracle_Corporation', 'Larry_Ellison']","[""keyPerson('Oracle_Corporation', 'Larry_Ellison') 1.0""]","[""not_keyPerson('Oracle_Corporation', 'Larry_Ellison') 1.0""]"
113,"['Outback_Steakhouse', 'Chris_T._Sullivan']","[""keyPerson('Outback_Steakhouse', 'Chris_T._Sullivan') 1.0""]","[""not_keyPerson('Outback_Steakhouse', 'Chris_T._Sullivan') 1.0""]"
1,"['Accenture', 'Pierre_Nanterme']","[""keyPerson('Accenture', 'Pierre_Nanterme') 1.0""]","[""not_keyPerson('Pierre_Nanterme', 'Accenture') 1.0"", ""not_keyPerson('Accenture', 'Pierre_Nanterme') 1.0""]"
115,"['Pizza_Hut', 'David_C._Novak']","[""keyPerson('Pizza_Hut', 'David_C._Novak') 1.0""]","[""not_keyPerson('Pizza_Hut', 'David_C._Novak') 1.0""]"
116,"['Playboy_Enterprises', 'Christie_Hefner']","[""keyPerson('Playboy_Enterprises', 'Christie_Hefner') 1.0""]","[""not_keyPerson('Playboy_Enterprises', 'Christie_Hefner') 1.0""]"
120,"['Qantas', 'Alan_Joyce_(executive)']","[""keyPerson('Qantas_Freight', 'Alan_Joyce_(executive)') 1.0"", ""keyPerson('Qantas', 'Alan_Joyce_(executive)') 1.0"", ""keyPerson('QantasLink', 'Alan_Joyce_(executive)') 1.0""]","[""not_keyPerson('Qantas_Freight', 'Alan_Joyce_(executive)') 1.0"", ""not_keyPerson('Qantas', 'Alan_Joyce_(executive)') 1.0"", ""not_keyPerson('QantasLink', 'Alan_Joyce_(executive)') 1.0""]"
117,"['Ralph_Lauren_Corporation', 'Ralph_Lauren']","[""keyPerson('Ralph_Lauren_Corporation', 'Paul Arrouet') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Lauren_Bush-Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Joe_Mimran') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Stefan_Larsson_(businessman)') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Ralph_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Dylan_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'David_Lauren') 1.0"", ""keyPerson('Ralph_Lauren_Corporation', 'Alfred_Sung') 1.0""]","[""not_keyPerson('Ralph_Lauren_Corporation', 'Paul Arrouet') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Lauren_Bush-Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Joe_Mimran') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Stefan_Larsson_(businessman)') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Ralph_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Dylan_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'David_Lauren') 1.0"", ""not_keyPerson('Ralph_Lauren_Corporation', 'Alfred_Sung') 1.0""]"
122,"['Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani']","[""keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani') 1.0""]","[""not_keyPerson('Reliance_Anil_Dhirubhai_Ambani_Group', 'Anil_Ambani') 1.0""]"
123,"['Reliance_Industries', 'Mukesh_Ambani']","[""keyPerson('Reliance_Industries', 'Mukesh_Ambani') 1.0""]","[""not_keyPerson('Reliance_Industries', 'Mukesh_Ambani') 1.0""]"
121,"['Qwest', 'Richard_Notebaert']","[""keyPerson('Qwest_Wireless', 'Richard_Notebaert') 1.0"", ""keyPerson('Richard_Notebaert__1', 'Qwest') 1.0"", ""keyPerson('Richard_Notebaert__1', 'Qwest_Corporation') 1.0"", ""keyPerson('Qwest', 'Richard_Notebaert') 1.0"", ""keyPerson('Qwest_Corporation', 'Richard_Notebaert') 1.0""]","[""not_keyPerson('Richard_Notebaert__1', 'Qwest') 1.0"", ""not_keyPerson('Qwest_Wireless', 'Richard_Notebaert') 1.0"", ""not_keyPerson('Richard_Notebaert__1', 'Qwest_Corporation') 1.0"", ""not_keyPerson('Qwest', 'Richard_Notebaert') 1.0"", ""not_keyPerson('Richard_Notebaert', 'Qwest_Corporation') 1.0"", ""not_keyPerson('Richard_Notebaert', 'Qwest') 1.0"", ""not_keyPerson('Qwest_Corporation', 'Richard_Notebaert') 1.0""]"
125,"['Rocawear', 'Jay_Z']","[""keyPerson('Rocawear', 'Jay_Z') 1.0""]","[""not_keyPerson('Rocawear', 'Jay_Z') 1.0""]"
127,"['Royal_Bank_of_Canada', 'Gordon_Nixon']","[""keyPerson('Royal_Bank_of_Canada', 'Gordon_Nixon') 1.0""]","[""not_keyPerson('Royal_Bank_of_Canada', 'Gordon_Nixon') 1.0""]"
129,"['Royal_Dutch_Shell', 'Ben_van_Beurden']","[""keyPerson('Royal_Dutch_Shell', 'Ben_van_Beurden') 1.0""]","[""not_keyPerson('Royal_Dutch_Shell', 'Ben_van_Beurden') 1.0""]"
104,"['News_Corporation', 'Rupert_Murdoch']","[""keyPerson('Rupert_Murdoch__1', 'News_Corporation') 1.0"", ""keyPerson('Rupert_Murdoch', 'News_Corporation') 1.0"", ""keyPerson('News_Corporation', 'Rupert_Murdoch') 1.0""]","[""not_keyPerson('Rupert_Murdoch__1', 'News_Corporation') 1.0"", ""not_keyPerson('Rupert_Murdoch', 'News_Corporation') 1.0"", ""not_keyPerson('News_Corporation', 'Rupert_Murdoch') 1.0""]"
132,"['Samsung', 'Lee_Kun-hee']","[""keyPerson('Samsung_Group', 'Lee_Kun-hee') 1.0"", ""keyPerson('Lee_Kun-hee__1', 'Samsung_Electronics') 1.0"", ""keyPerson('Samsung_Life_Insurance', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Fire_&_Marine_Insurance', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Telecommunications', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Medison', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_C&T_Corporation', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Sports', 'Lee_Kun-hee') 1.0"", ""keyPerson('Lee_Kun-hee__1', 'Samsung_Life_Insurance') 1.0"", ""keyPerson('Samsung_Heavy_Industries', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Electronics', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_SDS', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Samsung_Group', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Samsung_Electronics') 1.0"", ""not_keyPerson('Samsung_Life_Insurance', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Electronics', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Fire_&_Marine_Insurance', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Telecommunications', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee', 'Samsung_Life_Insurance') 1.0"", ""not_keyPerson('Samsung_Medison', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee', 'Samsung_Electronics') 1.0"", ""not_keyPerson('Samsung_C&T_Corporation', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Sports', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Lee_Kun-hee__1', 'Samsung_Life_Insurance') 1.0"", ""not_keyPerson('Samsung_SDS', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Heavy_Industries', 'Lee_Kun-hee') 1.0""]"
133,"['SAP_SE', 'Bill_McDermott']","[""keyPerson('SAP_SE', 'Bill_McDermott') 1.0""]","[""not_keyPerson('SAP_SE', 'Bill_McDermott') 1.0""]"
134,"['SAS_Institute', 'James_Goodnight']","[""keyPerson('SAS_Institute', 'James_Goodnight') 1.0""]","[""not_keyPerson('SAS_Institute', 'James_Goodnight') 1.0""]"
110,"['Nintendo', 'Satoru_Iwata']","[""keyPerson('Satoru_Iwata', 'Nintendo_System_Development') 1.0"", ""keyPerson('Nintendo_Integrated_Research_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Integrated_Research_&_Development') 1.0"", ""keyPerson('Lists_of_Nintendo_games', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Network') 1.0"", ""keyPerson('Nintendo_Entertainment_Analysis_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_System_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Entertainment_Analysis_&_Development') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Wi-Fi_Connection', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Entertainment_Planning_&_Development') 1.0"", ""keyPerson('Founder of Nintendo', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Platform_Technology_Development') 1.0"", ""keyPerson('Nintendo_Software_Technology', 'Satoru_Iwata') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Software_Planning_&_Development') 1.0"", ""keyPerson('Satoru_Iwata', 'Nintendo_Wi-Fi_Connection') 1.0"", ""keyPerson('Nintendo_Technology_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Software_Planning_&_Development', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Network', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Network_Service_Database', 'Satoru_Iwata') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Satoru_Iwata') 1.0""]","[""not_keyPerson('Satoru_Iwata', 'Nintendo_System_Development') 1.0"", ""not_keyPerson('Nintendo_Integrated_Research_&_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Integrated_Research_&_Development') 1.0"", ""not_keyPerson('Lists_of_Nintendo_games', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Network') 1.0"", ""not_keyPerson('Nintendo_Entertainment_Analysis_&_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_Network', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_System_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_Software_Planning_&_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Entertainment_Analysis_&_Development') 1.0"", ""not_keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_Wi-Fi_Connection', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Entertainment_Planning_&_Development') 1.0"", ""not_keyPerson('Nintendo_eShop', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Founder of Nintendo', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Platform_Technology_Development') 1.0"", ""not_keyPerson('Nintendo_Software_Technology', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Wi-Fi_Connection') 1.0"", ""not_keyPerson('Nintendo_Technology_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_European_Research_&_Development', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Satoru_Iwata', 'Nintendo_Software_Planning_&_Development') 1.0"", ""not_keyPerson('Nintendo_Network_Service_Database', 'Satoru_Iwata') 1.0"", ""not_keyPerson('Nintendo_Platform_Technology_Development', 'Satoru_Iwata') 1.0""]"
95,"['Microsoft', 'Satya_Nadella']","[""keyPerson('Satya_Nadella__1', 'Microsoft') 1.0"", ""keyPerson('Microsoft_Developer_Network', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Windows', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Servers', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Corporation', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Surface', 'Satya_Nadella') 1.0"", ""keyPerson('List_of_mergers_and_acquisitions_by_Microsoft', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Azure', 'Satya_Nadella') 1.0"", ""keyPerson('List_of_Microsoft_software', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Dynamics', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Visual_Studio', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_Office', 'Satya_Nadella') 1.0"", ""keyPerson('Microsoft_TechNet', 'Satya_Nadella') 1.0"", ""keyPerson('Satya_Nadella__1', 'Microsoft_Mobile') 1.0""]","[""not_keyPerson('Satya_Nadella', 'Microsoft') 1.0"", ""not_keyPerson('Satya_Nadella__1', 'Microsoft') 1.0"", ""not_keyPerson('Microsoft_Windows', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Office', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_TechNet', 'Satya_Nadella') 1.0"", ""not_keyPerson('Satya_Nadella__1', 'Microsoft_Mobile') 1.0"", ""not_keyPerson('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Servers', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Corporation', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Surface', 'Satya_Nadella') 1.0"", ""not_keyPerson('List_of_mergers_and_acquisitions_by_Microsoft', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Azure', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Developer_Network', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Dynamics', 'Satya_Nadella') 1.0"", ""not_keyPerson('List_of_Microsoft_software', 'Satya_Nadella') 1.0"", ""not_keyPerson('Microsoft_Visual_Studio', 'Satya_Nadella') 1.0"", ""not_keyPerson('Satya_Nadella', 'Microsoft_Mobile') 1.0""]"
135,"['Sbarro', 'James_J._Greco']","[""keyPerson('Sbarro', 'James_J._Greco') 1.0"", ""keyPerson('Sbarro_restaurant_suicide_bombing', 'James_J._Greco') 1.0""]","[""not_keyPerson('Sbarro', 'James_J._Greco') 1.0"", ""not_keyPerson('Sbarro_restaurant_suicide_bombing', 'James_J._Greco') 1.0""]"
137,"['Seagate_Technology', 'Stephen_J._Luczo']","[""keyPerson('Seagate_Technology', 'Stephen_J._Luczo') 1.0""]","[""not_keyPerson('Seagate_Technology', 'Stephen_J._Luczo') 1.0""]"
64,"['GlaxoSmithKline', 'Andrew_Witty']","[""keyPerson('Sir_Andrew_Witty', 'GlaxoSmithKline') 1.0"", ""keyPerson('Andrew_Witty__1', 'GlaxoSmithKline') 1.0"", ""keyPerson('Andrew_Witty', 'GlaxoSmithKline') 1.0"", ""keyPerson('GlaxoSmithKline', 'Andrew_Witty') 1.0"", ""keyPerson('GlaxoSmithKline', 'Sir_Andrew_Witty') 1.0""]","[""not_keyPerson('Sir_Andrew_Witty', 'GlaxoSmithKline') 1.0"", ""not_keyPerson('Andrew_Witty__1', 'GlaxoSmithKline') 1.0"", ""not_keyPerson('Andrew_Witty', 'GlaxoSmithKline') 1.0"", ""not_keyPerson('GlaxoSmithKline', 'Andrew_Witty') 1.0"", ""not_keyPerson('GlaxoSmithKline', 'Sir_Andrew_Witty') 1.0""]"
140,"['Sirius_Satellite_Radio', 'Mel_Karmazin']","[""keyPerson('Sirius_Satellite_Radio', 'Mel_Karmazin') 1.0""]","[""not_keyPerson('Sirius_Satellite_Radio', 'Mel_Karmazin') 1.0""]"
43,"['Dell', 'Michael_Dell']","[""keyPerson('Michael_Dell', 'Susan Lynn Lieberman') 1.0"", ""keyPerson('Limited_liability_company', 'Michael_Dell') 1.0"", ""keyPerson('Smartphone', 'Michael_Dell') 1.0"", ""keyPerson('Glenn_Hutchins', 'Michael_Dell') 1.0"", ""keyPerson('Peripheral', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Silver_Lake_Partners') 1.0"", ""keyPerson('Computer_network', 'Michael_Dell') 1.0"", ""keyPerson('Personal_computers', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell', 'Glenn_Hutchins') 1.0"", ""keyPerson('Michael_Dell', 'Silver_Lake_Partners') 1.0"", ""keyPerson('City', 'Michael_Dell') 1.0"", ""keyPerson('Growth_capital', 'Michael_Dell') 1.0"", ""keyPerson('Pivotal_Software', 'Michael_Dell') 1.0"", ""keyPerson('Computer_software', 'Michael_Dell') 1.0"", ""keyPerson('VMware', 'Michael_Dell') 1.0"", ""keyPerson('Dell_Technologies', 'Michael_Dell') 1.0"", ""keyPerson('Server_(computing)', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Susan Lynn Lieberman') 1.0"", ""keyPerson('Michael_Dell__1', 'Roger_McNamee') 1.0"", ""keyPerson('Michael_Dell', 'Michael_Dell') 1.0"", ""keyPerson('Privately_held_company', 'Michael_Dell') 1.0"", ""keyPerson('Silver_Lake_Partners', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell', 'Dell') 1.0"", ""keyPerson('Dell_EMC_Services', 'Michael_Dell') 1.0"", ""keyPerson('Leveraged_buyout', 'Michael_Dell') 1.0"", ""keyPerson('City_(United_States)', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell', 'Roger_McNamee') 1.0"", ""keyPerson('Michael_Dell__1', 'Dell_Technologies') 1.0"", ""keyPerson('Michael_Dell__1', 'Michael_Dell') 1.0"", ""keyPerson('Space-grant_university', 'Michael_Dell') 1.0"", ""keyPerson('Private_Company', 'Michael_Dell') 1.0"", ""keyPerson('Dell_Client_Solutions_Group', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Glenn_Hutchins') 1.0"", ""keyPerson('Dell_EMC_Infrastructure_Solutions_Group', 'Michael_Dell') 1.0"", ""keyPerson('Dell', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell', 'Dell_Technologies') 1.0"", ""keyPerson('Flagship_campus', 'Michael_Dell') 1.0"", ""keyPerson('SecureWorks', 'Michael_Dell') 1.0"", ""keyPerson('Roger_McNamee', 'Michael_Dell') 1.0""]","[""not_keyPerson('Smartphone', 'Michael_Dell') 1.0"", ""not_keyPerson('Glenn_Hutchins', 'Michael_Dell') 1.0"", ""not_keyPerson('Peripheral', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell_EMC_Services', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Silver_Lake_Partners') 1.0"", ""not_keyPerson('Computer_network', 'Michael_Dell') 1.0"", ""not_keyPerson('Personal_computers', 'Michael_Dell') 1.0"", ""not_keyPerson('Leveraged_buyout', 'Michael_Dell') 1.0"", ""not_keyPerson('Limited_liability_company', 'Michael_Dell') 1.0"", ""not_keyPerson('Computer_software', 'Michael_Dell') 1.0"", ""not_keyPerson('Association_of_American_Universities', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Glenn_Hutchins') 1.0"", ""not_keyPerson('City_(United_States)', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Silver_Lake_Partners') 1.0"", ""not_keyPerson('City', 'Michael_Dell') 1.0"", ""not_keyPerson('Growth_capital', 'Michael_Dell') 1.0"", ""not_keyPerson('Pivotal_Software', 'Michael_Dell') 1.0"", ""not_keyPerson('Oak_Ridge_Associated_Universities', 'Michael_Dell') 1.0"", ""not_keyPerson('Susan Lynn Lieberman', 'Michael_Dell') 1.0"", ""not_keyPerson('Server_(computing)', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell_EMC_Infrastructure_Solutions_Group', 'Michael_Dell') 1.0"", ""not_keyPerson('VMware', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell_Technologies', 'Michael_Dell') 1.0"", ""not_keyPerson('University_of_Texas_System', 'Michael_Dell') 1.0"", ""not_keyPerson('Association_of_Public_and_Land-Grant_Universities', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Dell') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Susan Lynn Lieberman') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Roger_McNamee') 1.0"", ""not_keyPerson('Privately_held_company', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Roger_McNamee') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Dell_Technologies') 1.0"", ""not_keyPerson('Universities_Research_Association', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Dell_Technologies') 1.0"", ""not_keyPerson('Space-grant_university', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell', 'Susan Lynn Lieberman') 1.0"", ""not_keyPerson('Dell_Client_Solutions_Group', 'Michael_Dell') 1.0"", ""not_keyPerson('Michael_Dell__1', 'Glenn_Hutchins') 1.0"", ""not_keyPerson('Silver_Lake_Partners', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell', 'Michael_Dell') 1.0"", ""not_keyPerson('Private_Company', 'Michael_Dell') 1.0"", ""not_keyPerson('Southeastern_Universities_Research_Association', 'Michael_Dell') 1.0"", ""not_keyPerson('Flagship_campus', 'Michael_Dell') 1.0"", ""not_keyPerson('SecureWorks', 'Michael_Dell') 1.0"", ""not_keyPerson('Roger_McNamee', 'Michael_Dell') 1.0""]"
142,"['SoftBank', 'Masayoshi_Son']","[""keyPerson('SoftBank', 'Masayoshi_Son') 1.0""]","[""not_keyPerson('SoftBank', 'Masayoshi_Son') 1.0""]"
143,"['Sonic_Drive-In', 'J._Clifford_Hudson']","[""keyPerson('Sonic_Drive-In', 'J._Clifford_Hudson') 1.0""]","[""not_keyPerson('Sonic_Drive-In', 'J._Clifford_Hudson') 1.0""]"
144,"['Sony', 'Kazuo_Hirai']","[""keyPerson('Sony', 'Kazuo_Hirai') 1.0"", ""keyPerson('Sony_Corporation_shareholders_and_subsidiaries', 'Kazuo_Hirai') 1.0""]","[""not_keyPerson('Sony', 'Kazuo_Hirai') 1.0"", ""not_keyPerson('Sony_Corporation_shareholders_and_subsidiaries', 'Kazuo_Hirai') 1.0""]"
146,"['Starbucks', 'Howard_Schultz']","[""keyPerson('Starbucks', 'Howard_Schultz') 1.0""]","[""not_keyPerson('Starbucks', 'Howard_Schultz') 1.0""]"
147,"['Statoil', 'Helge_Lund']","[""keyPerson('Statoil', 'Helge_Lund') 1.0""]","[""not_keyPerson('Statoil', 'Helge_Lund') 1.0""]"
153,"['Sulekha', 'Satya_Prabhakar']","[""keyPerson('Sulekha', 'Satya_Prabhakar') 1.0""]","[""not_keyPerson('Sulekha', 'Satya_Prabhakar') 1.0""]"
148,"['Sun_Hung_Kai_Properties', 'Walter_Kwok']","[""keyPerson('Sun_Hung_Kai_Properties', 'Walter_Kwok') 1.0""]","[""not_keyPerson('Sun_Hung_Kai_Properties', 'Walter_Kwok') 1.0""]"
149,"['Sun_Microsystems', 'Jonathan_I._Schwartz']","[""keyPerson('Sun_Microsystems', 'Jonathan_I._Schwartz') 1.0""]","[""not_keyPerson('Sun_Microsystems', 'Jonathan_I._Schwartz') 1.0""]"
150,"['Sun_Pharmaceutical', 'Dilip_Shanghvi']","[""keyPerson('Sun_Pharmaceuticals', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Sun_Pharmaceutical', 'Dilip_Shanghvi') 1.0""]","[""not_keyPerson('Sun_Pharmaceuticals', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('Sun_Pharmaceutical', 'Dilip_Shanghvi') 1.0""]"
151,"['SunTrust_Banks', 'James_M._Wells,_III']","[""keyPerson('SunTrust_Banks', 'James_M._Wells,_III') 1.0""]","[""not_keyPerson('SunTrust_Banks', 'James_M._Wells,_III') 1.0""]"
152,"['SuperValu_(United_States)', 'Jeff_Noddle']","[""keyPerson('SuperValu_(United_States)', 'Jeff_Noddle') 1.0""]","[""not_keyPerson('SuperValu_(United_States)', 'Jeff_Noddle') 1.0""]"
154,"['Syntel', 'Bharat_Desai']","[""keyPerson('Syntel', 'Bharat_Desai') 1.0""]","[""not_keyPerson('Syntel', 'Bharat_Desai') 1.0""]"
155,"['Target_Corporation', 'Gregg_Steinhafel']","[""keyPerson('Target_Corporation', 'Gregg_Steinhafel') 1.0""]","[""not_keyPerson('Target_Corporation', 'Gregg_Steinhafel') 1.0""]"
156,"['Tata_Consultancy_Services', 'Natarajan_Chandrasekaran']","[""keyPerson('Tata_Consultancy_Services', 'Natarajan_Chandrasekaran') 1.0""]","[""not_keyPerson('Tata_Consultancy_Services', 'Natarajan_Chandrasekaran') 1.0""]"
158,"['Telmex', 'Carlos_Slim']","[""keyPerson('Telmex', 'Carlos_Slim') 1.0"", ""keyPerson('Telmex', 'Carlos_Slim_Domit') 1.0""]","[""not_keyPerson('Telmex', 'Carlos_Slim') 1.0"", ""not_keyPerson('Telmex', 'Carlos_Slim_Domit') 1.0""]"
159,"['Telstra', 'David_Thodey']","[""keyPerson('Telstra', 'David_Thodey') 1.0"", ""keyPerson('Telstra_Corporate_Centre', 'David_Thodey') 1.0""]","[""not_keyPerson('Telstra_Corporate_Centre', 'David_Thodey') 1.0"", ""not_keyPerson('Telstra', 'David_Thodey') 1.0""]"
