id,test,False Negative,True Negative
667,"['Microsoft', 'Daniel_Vasella']","[""keyPerson('Microsoft_Windows', 'Daniel_Vasella') 1.0"", ""keyPerson('List_of_Microsoft_software', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Redmond_campus', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Servers', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Office', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Mobile', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Developer_Network', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_TechNet', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Dynamics', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Corporation', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Visual_Studio', 'Daniel_Vasella') 1.0"", ""keyPerson('Daniel_Vasella__1', 'Microsoft_Mobile') 1.0"", ""keyPerson('Microsoft_Azure', 'Daniel_Vasella') 1.0"", ""keyPerson('Microsoft_Surface', 'Daniel_Vasella') 1.0"", ""keyPerson('List_of_mergers_and_acquisitions_by_Microsoft', 'Daniel_Vasella') 1.0"", ""keyPerson('Daniel_Vasella__1', 'Microsoft') 1.0""]","[""not_keyPerson('Microsoft', 'Daniel_Vasella') 1.0"", ""not_keyPerson('List_of_Microsoft_software', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Redmond_campus', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Windows', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Servers', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Corporation', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Office', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Mobile', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Developer_Network', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Daniel_Vasella', 'Microsoft') 1.0"", ""not_keyPerson('Microsoft_TechNet', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Daniel_Vasella', 'Microsoft_Mobile') 1.0"", ""not_keyPerson('Microsoft_Visual_Studio', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Daniel_Vasella__1', 'Microsoft_Mobile') 1.0"", ""not_keyPerson('Daniel_Vasella__1', 'Microsoft') 1.0"", ""not_keyPerson('Microsoft_Azure', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Surface', 'Daniel_Vasella') 1.0"", ""not_keyPerson('List_of_mergers_and_acquisitions_by_Microsoft', 'Daniel_Vasella') 1.0"", ""not_keyPerson('Microsoft_Dynamics', 'Daniel_Vasella') 1.0""]"
673,"['Mile_High_Comics', 'Brian_L._Roberts']","[""keyPerson('Mile_High_Comics', 'Brian_L._Roberts') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'Brian_L._Roberts') 1.0""]"
672,"['Mile_High_Comics', 'David_Gill_(executive)']","[""keyPerson('Mile_High_Comics', 'David_Gill_(executive)') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'David_Gill_(executive)') 1.0""]"
669,"['Mile_High_Comics', 'Jeff_Bewkes']","[""keyPerson('Mile_High_Comics', 'Jeff_Bewkes') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'Jeff_Bewkes') 1.0""]"
671,"['Mile_High_Comics', 'Stefano_Pessina']","[""keyPerson('Mile_High_Comics', 'Stefano_Pessina') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'Stefano_Pessina') 1.0""]"
670,"['Mile_High_Comics', 'Warren_Buffett']","[""keyPerson('Mile_High_Comics', 'Warren_Buffett_VCSSGOC') 1.0"", ""keyPerson('Mile_High_Comics', 'Warren_Buffett') 1.0""]","[""not_keyPerson('Mile_High_Comics', 'Warren_Buffett_VCSSGOC') 1.0"", ""not_keyPerson('Mile_High_Comics', 'Warren_Buffett') 1.0""]"
675,"['Mindtree', 'Gregg_Steinhafel']","[""keyPerson('Mindtree', 'Gregg_Steinhafel') 1.0""]","[""not_keyPerson('Mindtree', 'Gregg_Steinhafel') 1.0""]"
678,"['Mindtree', 'Jeff_Noddle']","[""keyPerson('Mindtree', 'Jeff_Noddle') 1.0""]","[""not_keyPerson('Mindtree', 'Jeff_Noddle') 1.0""]"
676,"['Mindtree', 'Marillyn_Hewson']","[""keyPerson('Mindtree', 'Marillyn_Hewson') 1.0""]","[""not_keyPerson('Mindtree', 'Marillyn_Hewson') 1.0""]"
677,"['Mindtree', 'Mark_Fields_(businessman)']","[""keyPerson('Mindtree', 'Mark_Fields_(businessman)') 1.0""]","[""not_keyPerson('Mindtree', 'Mark_Fields_(businessman)') 1.0""]"
674,"['Mindtree', 'Walter_Kwok']","[""keyPerson('Mindtree', 'Walter_Kwok') 1.0""]","[""not_keyPerson('Mindtree', 'Walter_Kwok') 1.0""]"
272,"['ArcelorMittal', 'Mitchell_Baker']","[""keyPerson('Mitchell_Baker__1', 'ArcelorMittal') 1.0"", ""keyPerson('ArcelorMittal', 'Mitchell_Baker') 1.0""]","[""not_keyPerson('Mitchell_Baker__1', 'ArcelorMittal') 1.0"", ""not_keyPerson('ArcelorMittal', 'Mitchell_Baker') 1.0"", ""not_keyPerson('Mitchell_Baker', 'ArcelorMittal') 1.0""]"
680,"['Morgan_Stanley', 'Denise_Morrison']","[""keyPerson('Morgan_Stanley_Building', 'Denise_Morrison') 1.0"", ""keyPerson('Morgan_Stanley', 'Denise_Morrison') 1.0""]","[""not_keyPerson('Morgan_Stanley_Building', 'Denise_Morrison') 1.0"", ""not_keyPerson('Morgan_Stanley', 'Denise_Morrison') 1.0""]"
681,"['Morgan_Stanley', 'John_Stumpf']","[""keyPerson('Morgan_Stanley_Building', 'John_Stumpf') 1.0"", ""keyPerson('Morgan_Stanley', 'John_Stumpf') 1.0""]","[""not_keyPerson('Morgan_Stanley_Building', 'John_Stumpf') 1.0"", ""not_keyPerson('Morgan_Stanley', 'John_Stumpf') 1.0""]"
682,"['Morgan_Stanley', 'Andrew_Witty']","[""keyPerson('Morgan_Stanley', 'Sir_Andrew_Witty') 1.0"", ""keyPerson('Morgan_Stanley', 'Andrew_Witty') 1.0"", ""keyPerson('Morgan_Stanley_Building', 'Sir_Andrew_Witty') 1.0"", ""keyPerson('Morgan_Stanley_Building', 'Andrew_Witty') 1.0""]","[""not_keyPerson('Morgan_Stanley', 'Sir_Andrew_Witty') 1.0"", ""not_keyPerson('Morgan_Stanley_Building', 'Sir_Andrew_Witty') 1.0"", ""not_keyPerson('Morgan_Stanley_Building', 'Andrew_Witty') 1.0"", ""not_keyPerson('Morgan_Stanley', 'Andrew_Witty') 1.0""]"
544,"['Mossy_Oak', 'Gordon_Nixon']","[""keyPerson('Mossy_Oak', 'Gordon_Nixon') 1.0""]","[""not_keyPerson('Mossy_Oak', 'Gordon_Nixon') 1.0""]"
540,"['Mossy_Oak', 'Isaac_Larian']","[""keyPerson('Mossy_Oak', 'Isaac_Larian') 1.0""]","[""not_keyPerson('Mossy_Oak', 'Isaac_Larian') 1.0""]"
542,"['Mossy_Oak', 'John_Mackey_(businessman)']","[""keyPerson('Mossy_Oak', 'John_Mackey_(businessman)') 1.0""]","[""not_keyPerson('Mossy_Oak', 'John_Mackey_(businessman)') 1.0""]"
543,"['Mossy_Oak', 'Phebe_Novakovic']","[""keyPerson('Mossy_Oak', 'Phebe_Novakovic') 1.0""]","[""not_keyPerson('Mossy_Oak', 'Phebe_Novakovic') 1.0""]"
690,"['Mozilla', 'Anant_Gupta']","[""keyPerson('Mozilla_Corporation', 'Anant_Gupta') 1.0"", ""keyPerson('List_of_Mozilla_products', 'Anant_Gupta') 1.0"", ""keyPerson('Mozilla_Application_Suite', 'Anant_Gupta') 1.0"", ""keyPerson('Mozilla', 'Anant_Gupta') 1.0"", ""keyPerson('Mozilla_Thunderbird', 'Anant_Gupta') 1.0"", ""keyPerson('Mozilla_Foundation', 'Anant_Gupta') 1.0""]","[""not_keyPerson('Mozilla_Corporation', 'Anant_Gupta') 1.0"", ""not_keyPerson('List_of_Mozilla_products', 'Anant_Gupta') 1.0"", ""not_keyPerson('Mozilla_Application_Suite', 'Anant_Gupta') 1.0"", ""not_keyPerson('Mozilla', 'Anant_Gupta') 1.0"", ""not_keyPerson('Mozilla_Thunderbird', 'Anant_Gupta') 1.0"", ""not_keyPerson('Mozilla_Foundation', 'Anant_Gupta') 1.0""]"
689,"['Mozilla', 'Chuck_Rozanski']","[""keyPerson('Mozilla_Corporation', 'Chuck_Rozanski') 1.0"", ""keyPerson('Mozilla_Foundation', 'Chuck_Rozanski') 1.0"", ""keyPerson('Mozilla', 'Chuck_Rozanski') 1.0""]","[""not_keyPerson('Mozilla', 'Chuck_Rozanski') 1.0"", ""not_keyPerson('Mozilla_Corporation', 'Chuck_Rozanski') 1.0"", ""not_keyPerson('Mozilla_Foundation', 'Chuck_Rozanski') 1.0"", ""not_keyPerson('List_of_Mozilla_products', 'Chuck_Rozanski') 1.0"", ""not_keyPerson('Mozilla_Thunderbird', 'Chuck_Rozanski') 1.0"", ""not_keyPerson('Mozilla_Application_Suite', 'Chuck_Rozanski') 1.0""]"
693,"['Mozilla', 'Dilip_Shanghvi']","[""keyPerson('Mozilla_Corporation', 'Dilip_Shanghvi') 1.0"", ""keyPerson('List_of_Mozilla_products', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Mozilla_Application_Suite', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Mozilla', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Mozilla_Thunderbird', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Mozilla_Foundation', 'Dilip_Shanghvi') 1.0""]","[""not_keyPerson('Mozilla_Corporation', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('List_of_Mozilla_products', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('Mozilla_Application_Suite', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('Mozilla', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('Mozilla_Thunderbird', 'Dilip_Shanghvi') 1.0"", ""not_keyPerson('Mozilla_Foundation', 'Dilip_Shanghvi') 1.0""]"
692,"['Mozilla', 'Satya_Prabhakar']","[""keyPerson('Mozilla_Foundation', 'Satya_Prabhakar') 1.0"", ""keyPerson('Mozilla_Corporation', 'Satya_Prabhakar') 1.0"", ""keyPerson('Mozilla', 'Satya_Prabhakar') 1.0""]","[""not_keyPerson('Mozilla_Application_Suite', 'Satya_Prabhakar') 1.0"", ""not_keyPerson('Mozilla_Thunderbird', 'Satya_Prabhakar') 1.0"", ""not_keyPerson('List_of_Mozilla_products', 'Satya_Prabhakar') 1.0"", ""not_keyPerson('Mozilla', 'Satya_Prabhakar') 1.0"", ""not_keyPerson('Mozilla_Corporation', 'Satya_Prabhakar') 1.0"", ""not_keyPerson('Mozilla_Foundation', 'Satya_Prabhakar') 1.0""]"
691,"['Mozilla', 'Philippe_Dauman']","[""keyPerson('Mozilla_Thunderbird', 'Philippe_Dauman') 1.0"", ""keyPerson('Mozilla_Foundation', 'Philippe_Dauman') 1.0"", ""keyPerson('Mozilla', 'Philippe_Dauman') 1.0"", ""keyPerson('Mozilla_Application_Suite', 'Philippe_Dauman') 1.0"", ""keyPerson('Mozilla_Corporation', 'Philippe_Dauman') 1.0"", ""keyPerson('List_of_Mozilla_products', 'Philippe_Dauman') 1.0""]","[""not_keyPerson('Mozilla_Thunderbird', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Mozilla_Foundation', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Mozilla', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Mozilla_Application_Suite', 'Philippe_Dauman') 1.0"", ""not_keyPerson('List_of_Mozilla_products', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Mozilla_Corporation', 'Philippe_Dauman') 1.0""]"
356,"['Caterpillar_Inc.', 'Muhtar_Kent']","[""keyPerson('Muhtar_Kent__1', 'Caterpillar_Inc.') 1.0"", ""keyPerson('Caterpillar_Inc.', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Muhtar_Kent', 'Caterpillar_Inc.') 1.0"", ""not_keyPerson('Muhtar_Kent__1', 'Caterpillar_Inc.') 1.0"", ""not_keyPerson('Caterpillar_Inc.', 'Muhtar_Kent') 1.0""]"
367,"['CBS_Corporation', 'Muhtar_Kent']","[""keyPerson('Muhtar_Kent__1', 'CBS_Corporation') 1.0"", ""keyPerson('CBS_Corporation', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Muhtar_Kent__1', 'CBS_Corporation') 1.0"", ""not_keyPerson('CBS_Corporation', 'Muhtar_Kent') 1.0"", ""not_keyPerson('Muhtar_Kent', 'CBS_Corporation') 1.0""]"
697,"['Nation_Media_Group', 'Julia_Stewart_(businesswoman)']","[""keyPerson('Nation_Media_Group', 'Julia_Stewart_(businesswoman)') 1.0""]","[""not_keyPerson('Nation_Media_Group', 'Julia_Stewart_(businesswoman)') 1.0""]"
694,"['Nation_Media_Group', 'Muhtar_Kent']","[""keyPerson('Nation_Media_Group', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('Nation_Media_Group', 'Muhtar_Kent') 1.0""]"
696,"['Nation_Media_Group', 'Stefano_Pessina']","[""keyPerson('Nation_Media_Group', 'Stefano_Pessina') 1.0""]","[""not_keyPerson('Nation_Media_Group', 'Stefano_Pessina') 1.0""]"
695,"['Nation_Media_Group', 'Sunil_Mittal']","[""keyPerson('Nation_Media_Group', 'Sunil_Mittal') 1.0""]","[""not_keyPerson('Nation_Media_Group', 'Sunil_Mittal') 1.0""]"
702,"['National_Amusements', 'Carlos_Slim']","[""keyPerson('National_Amusements', 'Carlos_Slim_Domit') 1.0"", ""keyPerson('Carlos_Slim_Domit__1', 'National_Amusements') 1.0"", ""keyPerson('National_Amusements', 'Carlos_Slim') 1.0"", ""keyPerson('Carlos_Slim__1', 'National_Amusements') 1.0""]","[""not_keyPerson('Carlos_Slim_Domit', 'National_Amusements') 1.0"", ""not_keyPerson('Carlos_Slim', 'National_Amusements') 1.0"", ""not_keyPerson('National_Amusements', 'Carlos_Slim_Domit') 1.0"", ""not_keyPerson('Carlos_Slim_Domit__1', 'National_Amusements') 1.0"", ""not_keyPerson('National_Amusements', 'Carlos_Slim') 1.0"", ""not_keyPerson('Carlos_Slim__1', 'National_Amusements') 1.0""]"
699,"['National_Amusements', 'James_E._Thompson']","[""keyPerson('National_Amusements', 'James_E._Thompson') 1.0"", ""keyPerson('James_E._Thompson__1', 'National_Amusements') 1.0""]","[""not_keyPerson('James_E._Thompson__1', 'National_Amusements') 1.0"", ""not_keyPerson('National_Amusements', 'James_E._Thompson') 1.0"", ""not_keyPerson('James_E._Thompson', 'National_Amusements') 1.0""]"
701,"['National_Amusements', 'Natarajan_Chandrasekaran']","[""keyPerson('National_Amusements', 'Natarajan_Chandrasekaran') 1.0""]","[""not_keyPerson('National_Amusements', 'Natarajan_Chandrasekaran') 1.0"", ""not_keyPerson('Natarajan_Chandrasekaran', 'National_Amusements') 1.0""]"
705,"['NBCUniversal', 'Anshu_Jain']","[""keyPerson('NBCUniversal Television Group', 'Anshu_Jain') 1.0"", ""keyPerson('NBCUniversal Telemundo Enterprises', 'Anshu_Jain') 1.0"", ""keyPerson('NBCUniversal', 'Anshu_Jain') 1.0"", ""keyPerson('NBCUniversal_Cable', 'Anshu_Jain') 1.0"", ""keyPerson('Anshu_Jain__1', 'NBCUniversal Telemundo Enterprises') 1.0"", ""keyPerson('Anshu_Jain__1', 'NBCUniversal') 1.0"", ""keyPerson('NBCUniversal_Entertainment_Japan', 'Anshu_Jain') 1.0"", ""keyPerson('NBCUniversal_Television_Group', 'Anshu_Jain') 1.0"", ""keyPerson('Anshu_Jain__1', 'NBCUniversal_Television_Group') 1.0"", ""keyPerson('Anshu_Jain__1', 'NBCUniversal Television Group') 1.0""]","[""not_keyPerson('NBCUniversal Television Group', 'Anshu_Jain') 1.0"", ""not_keyPerson('NBCUniversal Telemundo Enterprises', 'Anshu_Jain') 1.0"", ""not_keyPerson('NBCUniversal', 'Anshu_Jain') 1.0"", ""not_keyPerson('NBCUniversal_Cable', 'Anshu_Jain') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'NBCUniversal Telemundo Enterprises') 1.0"", ""not_keyPerson('Anshu_Jain', 'NBCUniversal Telemundo Enterprises') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'NBCUniversal') 1.0"", ""not_keyPerson('NBCUniversal_Entertainment_Japan', 'Anshu_Jain') 1.0"", ""not_keyPerson('NBCUniversal_Television_Group', 'Anshu_Jain') 1.0"", ""not_keyPerson('Anshu_Jain', 'NBCUniversal_Television_Group') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'NBCUniversal_Television_Group') 1.0"", ""not_keyPerson('Anshu_Jain', 'NBCUniversal Television Group') 1.0"", ""not_keyPerson('Anshu_Jain', 'NBCUniversal') 1.0"", ""not_keyPerson('Anshu_Jain__1', 'NBCUniversal Television Group') 1.0""]"
707,"['NBCUniversal', 'Tom_L._Ward']","[""keyPerson('NBCUniversal Television Group', 'Tom_L._Ward') 1.0"", ""keyPerson('NBCUniversal_Cable', 'Tom_L._Ward') 1.0"", ""keyPerson('NBCUniversal_Entertainment_Japan', 'Tom_L._Ward') 1.0"", ""keyPerson('Tom_L._Ward__1', 'NBCUniversal Telemundo Enterprises') 1.0"", ""keyPerson('NBCUniversal Telemundo Enterprises', 'Tom_L._Ward') 1.0"", ""keyPerson('Tom_L._Ward__1', 'NBCUniversal_Television_Group') 1.0"", ""keyPerson('Tom_L._Ward__1', 'NBCUniversal') 1.0"", ""keyPerson('NBCUniversal_Television_Group', 'Tom_L._Ward') 1.0"", ""keyPerson('Tom_L._Ward__1', 'NBCUniversal Television Group') 1.0"", ""keyPerson('NBCUniversal', 'Tom_L._Ward') 1.0""]","[""not_keyPerson('Tom_L._Ward', 'NBCUniversal Television Group') 1.0"", ""not_keyPerson('Tom_L._Ward', 'NBCUniversal') 1.0"", ""not_keyPerson('NBCUniversal Telemundo Enterprises', 'Tom_L._Ward') 1.0"", ""not_keyPerson('Tom_L._Ward', 'NBCUniversal_Television_Group') 1.0"", ""not_keyPerson('Tom_L._Ward', 'NBCUniversal Telemundo Enterprises') 1.0"", ""not_keyPerson('NBCUniversal_Cable', 'Tom_L._Ward') 1.0"", ""not_keyPerson('NBCUniversal Television Group', 'Tom_L._Ward') 1.0"", ""not_keyPerson('NBCUniversal_Entertainment_Japan', 'Tom_L._Ward') 1.0"", ""not_keyPerson('Tom_L._Ward__1', 'NBCUniversal Telemundo Enterprises') 1.0"", ""not_keyPerson('Tom_L._Ward__1', 'NBCUniversal_Television_Group') 1.0"", ""not_keyPerson('Tom_L._Ward__1', 'NBCUniversal') 1.0"", ""not_keyPerson('NBCUniversal_Television_Group', 'Tom_L._Ward') 1.0"", ""not_keyPerson('Tom_L._Ward__1', 'NBCUniversal Television Group') 1.0"", ""not_keyPerson('NBCUniversal', 'Tom_L._Ward') 1.0""]"
710,"['News_Corporation', 'Andrew_S._Rosen']","[""keyPerson('News_Corporation', 'Andrew_S._Rosen') 1.0"", ""keyPerson('Andrew_S._Rosen__1', 'News_Corporation') 1.0""]","[""not_keyPerson('Andrew_S._Rosen', 'News_Corporation') 1.0"", ""not_keyPerson('Andrew_S._Rosen__1', 'News_Corporation') 1.0"", ""not_keyPerson('News_Corporation', 'Andrew_S._Rosen') 1.0""]"
709,"['News_Corporation', 'Frank_Appel']","[""keyPerson('News_Corporation', 'Frank_Appel') 1.0"", ""keyPerson('Frank_Appel', 'News_Corporation') 1.0"", ""keyPerson('Frank_Appel__1', 'News_Corporation') 1.0""]","[""not_keyPerson('News_Corporation', 'Frank_Appel') 1.0"", ""not_keyPerson('Frank_Appel__1', 'News_Corporation') 1.0"", ""not_keyPerson('Frank_Appel', 'News_Corporation') 1.0""]"
715,"['NIIT', 'Lakshmi_Mittal']","[""keyPerson('NIIT', 'Lakshmi_Mittal') 1.0""]","[""not_keyPerson('NIIT', 'Lakshmi_Mittal') 1.0""]"
714,"['NIIT', 'Mel_Karmazin']","[""keyPerson('NIIT', 'Mel_Karmazin') 1.0""]","[""not_keyPerson('NIIT', 'Mel_Karmazin') 1.0""]"
716,"['NIIT', 'Ross_McEwan']","[""keyPerson('NIIT', 'Ross_McEwan') 1.0""]","[""not_keyPerson('NIIT', 'Ross_McEwan') 1.0""]"
717,"['NIIT', 'Satoru_Iwata']","[""keyPerson('NIIT', 'Satoru_Iwata') 1.0""]","[""not_keyPerson('NIIT', 'Satoru_Iwata') 1.0""]"
718,"['Nike,_Inc.', 'David_C._Novak']","[""keyPerson('Nike,_Inc.', 'David_C._Novak') 1.0""]","[""not_keyPerson('Nike,_Inc.', 'David_C._Novak') 1.0""]"
720,"['Nike,_Inc.', 'J._Clifford_Hudson']","[""keyPerson('Nike,_Inc.', 'J._Clifford_Hudson') 1.0""]","[""not_keyPerson('Nike,_Inc.', 'J._Clifford_Hudson') 1.0""]"
719,"['Nike,_Inc.', 'John_Stumpf']","[""keyPerson('Nike,_Inc.', 'John_Stumpf') 1.0""]","[""not_keyPerson('Nike,_Inc.', 'John_Stumpf') 1.0""]"
721,"['Nike,_Inc.', 'Marissa_Mayer']","[""keyPerson('Nike,_Inc.', 'Marissa_Mayer') 1.0""]","[""not_keyPerson('Nike,_Inc.', 'Marissa_Mayer') 1.0""]"
722,"['Nike,_Inc.', 'Rex_Tillerson']","[""keyPerson('Nike,_Inc.', 'Rex_Tillerson') 1.0""]","[""not_keyPerson('Nike,_Inc.', 'Rex_Tillerson') 1.0""]"
374,"['Citigroup', 'Andrew_Witty']","[""keyPerson('Nikko_Citigroup', 'Andrew_Witty') 1.0"", ""keyPerson('Citigroup', 'Andrew_Witty') 1.0"", ""keyPerson('Citigroup', 'Sir_Andrew_Witty') 1.0"", ""keyPerson('Nikko_Citigroup', 'Sir_Andrew_Witty') 1.0""]","[""not_keyPerson('Nikko_Citigroup', 'Andrew_Witty') 1.0"", ""not_keyPerson('Citigroup', 'Sir_Andrew_Witty') 1.0"", ""not_keyPerson('Citigroup', 'Andrew_Witty') 1.0"", ""not_keyPerson('Nikko_Citigroup', 'Sir_Andrew_Witty') 1.0""]"
373,"['Citigroup', 'Ashok_Vemuri']","[""keyPerson('Nikko_Citigroup', 'Ashok_Vemuri') 1.0"", ""keyPerson('Citigroup', 'Ashok_Vemuri') 1.0""]","[""not_keyPerson('Nikko_Citigroup', 'Ashok_Vemuri') 1.0"", ""not_keyPerson('Citigroup', 'Ashok_Vemuri') 1.0""]"
740,"['Nintendo', 'Pierre_Nanterme']","[""keyPerson('Nintendo_Entertainment_Analysis_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Platform_Technology_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Founder of Nintendo', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Wi-Fi_Connection', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_System_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Software_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Integrated_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_European_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Network_Service_Database', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Network', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Software_Technology', 'Pierre_Nanterme') 1.0"", ""keyPerson('Lists_of_Nintendo_games', 'Pierre_Nanterme') 1.0"", ""keyPerson('Nintendo_Technology_Development', 'Pierre_Nanterme') 1.0""]","[""not_keyPerson('Nintendo_Entertainment_Analysis_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Software_Planning_&_Development') 1.0"", ""not_keyPerson('Nintendo_Platform_Technology_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Founder of Nintendo', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Wi-Fi_Connection', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Wi-Fi_Connection') 1.0"", ""not_keyPerson('Nintendo_System_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Entertainment_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Platform_Technology_Development') 1.0"", ""not_keyPerson('Nintendo_Software_Planning_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Integrated_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Integrated_Research_&_Development') 1.0"", ""not_keyPerson('Nintendo', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_European_Research_&_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Network_Service_Database', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Network', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Network') 1.0"", ""not_keyPerson('Nintendo_Software_Technology', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Entertainment_Planning_&_Development') 1.0"", ""not_keyPerson('Nintendo_eShop', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_System_Development') 1.0"", ""not_keyPerson('Lists_of_Nintendo_games', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Nintendo_Technology_Development', 'Pierre_Nanterme') 1.0"", ""not_keyPerson('Pierre_Nanterme', 'Nintendo_Entertainment_Analysis_&_Development') 1.0""]"
