id,triples,label,lpmln hard rules -q keyPerson(True Positive),lpmln hard rules -q not_keyPerson(False Positive),asp
124,"['Renault', 'Carlos_Ghosn']",1,"[""keyPerson('Louis_Renault_(industrialist)__1', 'Carlos_Ghosn') 1.0"", ""keyPerson('Renault', 'Carlos_Ghosn') 1.0"", ""keyPerson('Carlos_Ghosn__1', 'Louis_Renault_(industrialist)') 1.0"", ""keyPerson('Carlos_Ghosn__1', 'Marcel_Renault') 1.0"", ""keyPerson('Renault_Sport', 'Carlos_Ghosn') 1.0"", ""keyPerson('Carlos_Ghosn__1', 'Fernand_Renault') 1.0"", ""keyPerson('Renault-Nissan_Alliance', 'Carlos_Ghosn') 1.0""]","[""not_keyPerson('Renault_Sport', 'Carlos_Ghosn') 1.0"", ""not_keyPerson('Renault', 'Carlos_Ghosn') 1.0""]","['keyPerson(""Renault"",""Carlos_Ghosn"")', 'keyPerson(""Renault_Sport"",""Carlos_Ghosn"")', 'keyPerson(""Renault-Nissan_Alliance"",""Carlos_Ghosn"")', 'keyPerson(""Carlos_Ghosn__1"",""Louis_Renault_(industrialist)"")', 'keyPerson(""Louis_Renault_(industrialist)__1"",""Carlos_Ghosn"")', 'keyPerson(""Carlos_Ghosn__1"",""Fernand_Renault"")', 'keyPerson(""Carlos_Ghosn__1"",""Marcel_Renault"")', 'not_keyPerson(""Renault"",""Carlos_Ghosn"")', 'not_keyPerson(""Renault_Sport"",""Carlos_Ghosn"")']"
125,"['Rocawear', 'Jay_Z']",1,"[""keyPerson('Rocawear', 'Jay_Z') 1.0""]","[""not_keyPerson('Rocawear', 'Jay_Z') 1.0""]","['keyPerson(""Rocawear"",""Jay_Z"")', 'not_keyPerson(""Rocawear"",""Jay_Z"")']"
127,"['Royal_Bank_of_Canada', 'Gordon_Nixon']",1,"[""keyPerson('Royal_Bank_of_Canada', 'Gordon_Nixon') 1.0""]","[""not_keyPerson('Royal_Bank_of_Canada', 'Gordon_Nixon') 1.0""]","['keyPerson(""Royal_Bank_of_Canada"",""Gordon_Nixon"")', 'not_keyPerson(""Royal_Bank_of_Canada"",""Gordon_Nixon"")']"
129,"['Royal_Dutch_Shell', 'Ben_van_Beurden']",1,"[""keyPerson('Royal_Dutch_Shell', 'Ben_van_Beurden') 1.0""]","[""not_keyPerson('Royal_Dutch_Shell', 'Ben_van_Beurden') 1.0""]","['keyPerson(""Royal_Dutch_Shell"",""Ben_van_Beurden"")', 'not_keyPerson(""Royal_Dutch_Shell"",""Ben_van_Beurden"")']"
132,"['Samsung', 'Lee_Kun-hee']",1,"[""keyPerson('Samsung', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Group', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Life_Insurance', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Heavy_Industries', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Electronics', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_C&T_Corporation', 'Lee_Kun-hee') 1.0"", ""keyPerson('Samsung_Fire_&_Marine_Insurance', 'Lee_Kun-hee') 1.0""]","[""not_keyPerson('Samsung_Group', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Life_Insurance', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Heavy_Industries', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Electronics', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Fire_&_Marine_Insurance', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Medison', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_C&T_Corporation', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_Sports', 'Lee_Kun-hee') 1.0"", ""not_keyPerson('Samsung_SDS', 'Lee_Kun-hee') 1.0""]","['keyPerson(""Samsung_Electronics"",""Lee_Kun-hee"")', 'keyPerson(""Samsung"",""Lee_Kun-hee"")', 'keyPerson(""Samsung_Life_Insurance"",""Lee_Kun-hee"")', 'keyPerson(""Samsung_C&T_Corporation"",""Lee_Kun-hee"")', 'keyPerson(""Samsung_Heavy_Industries"",""Lee_Kun-hee"")', 'keyPerson(""Samsung_Fire_&_Marine_Insurance"",""Lee_Kun-hee"")', 'keyPerson(""Samsung_Group"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_C&T_Corporation"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Heavy_Industries"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Electronics"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Fire_&_Marine_Insurance"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Life_Insurance"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Group"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_SDS"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Medison"",""Lee_Kun-hee"")', 'not_keyPerson(""Samsung_Sports"",""Lee_Kun-hee"")']"
133,"['SAP_SE', 'Bill_McDermott']",1,"[""keyPerson('SAP_SE', 'Bill_McDermott') 1.0""]","[""not_keyPerson('SAP_SE', 'Bill_McDermott') 1.0""]","['keyPerson(""SAP_SE"",""Bill_McDermott"")', 'not_keyPerson(""SAP_SE"",""Bill_McDermott"")']"
134,"['SAS_Institute', 'James_Goodnight']",1,"[""keyPerson('SAS_Institute', 'James_Goodnight') 1.0""]","[""not_keyPerson('SAS_Institute', 'James_Goodnight') 1.0""]","['keyPerson(""SAS_Institute"",""James_Goodnight"")', 'not_keyPerson(""SAS_Institute"",""James_Goodnight"")']"
137,"['Seagate_Technology', 'Stephen_J._Luczo']",1,"[""keyPerson('Seagate_Technology', 'Stephen_J._Luczo') 1.0""]","[""not_keyPerson('Seagate_Technology', 'Stephen_J._Luczo') 1.0""]","['keyPerson(""Seagate_Technology"",""Stephen_J._Luczo"")', 'not_keyPerson(""Seagate_Technology"",""Stephen_J._Luczo"")']"
43,"['Dell', 'Michael_Dell']",1,"[""keyPerson('Michael_Dell', 'Dell') 1.0"", ""keyPerson('Michael_Dell', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Dell_Technologies') 1.0"", ""keyPerson('Silver_Lake_Partners', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell', 'Dell_Technologies') 1.0"", ""keyPerson('Michael_Dell__1', 'Dell') 1.0"", ""keyPerson('Dell', 'Michael_Dell') 1.0"", ""keyPerson('Dell_Technologies', 'Michael_Dell') 1.0"", ""keyPerson('Michael_Dell__1', 'Michael_Dell') 1.0""]","[""not_keyPerson('Silver_Lake_Partners', 'Michael_Dell') 1.0"", ""not_keyPerson('VMware', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell', 'Michael_Dell') 1.0"", ""not_keyPerson('Pivotal_Software', 'Michael_Dell') 1.0"", ""not_keyPerson('Dell_Technologies', 'Michael_Dell') 1.0"", ""not_keyPerson('SecureWorks', 'Michael_Dell') 1.0""]","['keyPerson(""Dell_Technologies"",""Michael_Dell"")', 'keyPerson(""Dell"",""Michael_Dell"")', 'keyPerson(""Silver_Lake_Partners"",""Michael_Dell"")', 'keyPerson(""Michael_Dell__1"",""Michael_Dell"")', 'keyPerson(""Michael_Dell"",""Michael_Dell"")', 'keyPerson(""Michael_Dell__1"",""Dell"")', 'keyPerson(""Michael_Dell"",""Dell"")', 'keyPerson(""Michael_Dell__1"",""Dell_Technologies"")', 'keyPerson(""Michael_Dell"",""Dell_Technologies"")', 'not_keyPerson(""Dell"",""Michael_Dell"")', 'not_keyPerson(""Dell_Technologies"",""Michael_Dell"")', 'not_keyPerson(""Silver_Lake_Partners"",""Michael_Dell"")', 'not_keyPerson(""VMware"",""Michael_Dell"")', 'not_keyPerson(""SecureWorks"",""Michael_Dell"")', 'not_keyPerson(""Pivotal_Software"",""Michael_Dell"")']"
140,"['Sirius_Satellite_Radio', 'Mel_Karmazin']",1,"[""keyPerson('Sirius_Satellite_Radio', 'Mel_Karmazin') 1.0""]","[""not_keyPerson('Sirius_Satellite_Radio', 'Mel_Karmazin') 1.0""]","['keyPerson(""Sirius_Satellite_Radio"",""Mel_Karmazin"")', 'not_keyPerson(""Sirius_Satellite_Radio"",""Mel_Karmazin"")']"
143,"['Sonic_Drive-In', 'J._Clifford_Hudson']",1,"[""keyPerson('Sonic_Drive-In', 'J._Clifford_Hudson') 1.0""]","[""not_keyPerson('Sonic_Drive-In', 'J._Clifford_Hudson') 1.0""]","['keyPerson(""Sonic_Drive-In"",""J._Clifford_Hudson"")', 'not_keyPerson(""Sonic_Drive-In"",""J._Clifford_Hudson"")']"
144,"['Sony', 'Kazuo_Hirai']",1,"[""keyPerson('Sony', 'Kazuo_Hirai') 1.0""]","[""not_keyPerson('Sony_Corporation_shareholders_and_subsidiaries', 'Kazuo_Hirai') 1.0"", ""not_keyPerson('Sony', 'Kazuo_Hirai') 1.0""]","['keyPerson(""Sony"",""Kazuo_Hirai"")', 'not_keyPerson(""Sony"",""Kazuo_Hirai"")', 'not_keyPerson(""Sony_Corporation_shareholders_and_subsidiaries"",""Kazuo_Hirai"")']"
146,"['Starbucks', 'Howard_Schultz']",1,"[""keyPerson('Starbucks', 'Howard_Schultz') 1.0""]","[""not_keyPerson('Starbucks', 'Howard_Schultz') 1.0""]","['keyPerson(""Starbucks"",""Howard_Schultz"")', 'not_keyPerson(""Starbucks"",""Howard_Schultz"")']"
147,"['Statoil', 'Helge_Lund']",1,"[""keyPerson('Statoil', 'Helge_Lund') 1.0""]","[""not_keyPerson('Statoil', 'Helge_Lund') 1.0""]","['keyPerson(""Statoil"",""Helge_Lund"")', 'not_keyPerson(""Statoil"",""Helge_Lund"")']"
149,"['Sun_Microsystems', 'Jonathan_I._Schwartz']",1,"[""keyPerson('Sun_Microsystems', 'Jonathan_I._Schwartz') 1.0""]","[""not_keyPerson('Sun_Microsystems', 'Jonathan_I._Schwartz') 1.0""]","['keyPerson(""Sun_Microsystems"",""Jonathan_I._Schwartz"")', 'not_keyPerson(""Sun_Microsystems"",""Jonathan_I._Schwartz"")']"
150,"['Sun_Pharmaceutical', 'Dilip_Shanghvi']",1,"[""keyPerson('Sun_Pharmaceuticals', 'Dilip_Shanghvi') 1.0"", ""keyPerson('Sun_Pharmaceutical', 'Dilip_Shanghvi') 1.0""]","[""not_keyPerson('Sun_Pharmaceutical', 'Dilip_Shanghvi') 1.0""]","['keyPerson(""Sun_Pharmaceutical"",""Dilip_Shanghvi"")', 'keyPerson(""Sun_Pharmaceuticals"",""Dilip_Shanghvi"")', 'not_keyPerson(""Sun_Pharmaceutical"",""Dilip_Shanghvi"")']"
152,"['SuperValu_(United_States)', 'Jeff_Noddle']",1,"[""keyPerson('SuperValu_(United_States)', 'Jeff_Noddle') 1.0""]","[""not_keyPerson('SuperValu_(United_States)', 'Jeff_Noddle') 1.0""]","['keyPerson(""SuperValu_(United_States)"",""Jeff_Noddle"")', 'not_keyPerson(""SuperValu_(United_States)"",""Jeff_Noddle"")']"
154,"['Syntel', 'Bharat_Desai']",1,[],"[""not_keyPerson('Syntel', 'Bharat_Desai') 1.0""]","['not_keyPerson(""Syntel"",""Bharat_Desai"")']"
155,"['Target_Corporation', 'Gregg_Steinhafel']",1,"[""keyPerson('Target_Corporation', 'Gregg_Steinhafel') 1.0""]","[""not_keyPerson('Target_Corporation', 'Gregg_Steinhafel') 1.0""]","['keyPerson(""Target_Corporation"",""Gregg_Steinhafel"")', 'not_keyPerson(""Target_Corporation"",""Gregg_Steinhafel"")']"
158,"['Telmex', 'Carlos_Slim']",1,"[""keyPerson('Telmex', 'Carlos_Slim_Domit') 1.0"", ""keyPerson('Telmex', 'Carlos_Slim') 1.0""]","[""not_keyPerson('Telmex', 'Carlos_Slim_Domit') 1.0"", ""not_keyPerson('Telmex', 'Carlos_Slim') 1.0""]","['keyPerson(""Telmex"",""Carlos_Slim_Domit"")', 'keyPerson(""Telmex"",""Carlos_Slim"")', 'not_keyPerson(""Telmex"",""Carlos_Slim"")', 'not_keyPerson(""Telmex"",""Carlos_Slim_Domit"")']"
159,"['Telstra', 'David_Thodey']",1,"[""keyPerson('Telstra', 'David_Thodey') 1.0""]","[""not_keyPerson('Telstra', 'David_Thodey') 1.0""]","['keyPerson(""Telstra"",""David_Thodey"")', 'not_keyPerson(""Telstra"",""David_Thodey"")']"
161,"['Tesco', 'Philip_Clarke_(businessman)']",1,"[""keyPerson('Tesco', 'Philip_Clarke_(businessman)') 1.0""]","[""not_keyPerson('Tesco_Bank', 'Philip_Clarke_(businessman)') 1.0"", ""not_keyPerson('Tesco', 'Philip_Clarke_(businessman)') 1.0"", ""not_keyPerson('Tesco_Kipa', 'Philip_Clarke_(businessman)') 1.0"", ""not_keyPerson('Tesco_Mobile', 'Philip_Clarke_(businessman)') 1.0"", ""not_keyPerson('Tesco_Ireland', 'Philip_Clarke_(businessman)') 1.0""]","['keyPerson(""Tesco"",""Philip_Clarke_(businessman)"")', 'not_keyPerson(""Tesco_Mobile"",""Philip_Clarke_(businessman)"")', 'not_keyPerson(""Tesco_Ireland"",""Philip_Clarke_(businessman)"")', 'not_keyPerson(""Tesco_Bank"",""Philip_Clarke_(businessman)"")', 'not_keyPerson(""Tesco_Kipa"",""Philip_Clarke_(businessman)"")', 'not_keyPerson(""Tesco"",""Philip_Clarke_(businessman)"")']"
24,"['The_Blackstone_Group', 'Stephen_A._Schwarzman']",1,"[""keyPerson('The_Blackstone_Group', 'Stephen_A._Schwarzman') 1.0""]","[""not_keyPerson('The_Blackstone_Group', 'Stephen_A._Schwarzman') 1.0""]","['keyPerson(""The_Blackstone_Group"",""Stephen_A._Schwarzman"")', 'not_keyPerson(""The_Blackstone_Group"",""Stephen_A._Schwarzman"")']"
37,"['The_Coca-Cola_Company', 'Muhtar_Kent']",1,"[""keyPerson('The_Coca-Cola_Company', 'Muhtar_Kent') 1.0""]","[""not_keyPerson('The_Coca-Cola_Company', 'Muhtar_Kent') 1.0"", ""not_keyPerson('List_of_assets_owned_by_The_Coca-Cola_Company', 'Muhtar_Kent') 1.0""]","['keyPerson(""The_Coca-Cola_Company"",""Muhtar_Kent"")', 'not_keyPerson(""The_Coca-Cola_Company"",""Muhtar_Kent"")', 'not_keyPerson(""List_of_assets_owned_by_The_Coca-Cola_Company"",""Muhtar_Kent"")']"
168,"['The_Travelers_Companies', 'Jay_S._Fishman']",1,"[""keyPerson('The_Travelers_Companies', 'Jay_S._Fishman') 1.0"", ""keyPerson('Jay_S._Fishman__1', 'The_Travelers_Companies') 1.0""]","[""not_keyPerson('The_Travelers_Companies', 'Jay_S._Fishman') 1.0""]","['keyPerson(""The_Travelers_Companies"",""Jay_S._Fishman"")', 'keyPerson(""Jay_S._Fishman__1"",""The_Travelers_Companies"")', 'not_keyPerson(""The_Travelers_Companies"",""Jay_S._Fishman"")']"
188,"['The_Walt_Disney_Company', 'Bob_Iger']",1,"[""keyPerson('The_Walt_Disney_Company', 'Bob_Iger') 1.0"", ""keyPerson('Bob_Iger__1', 'The_Walt_Disney_Company') 1.0""]","[""not_keyPerson('The_Walt_Disney_Company', 'Bob_Iger') 1.0""]","['keyPerson(""The_Walt_Disney_Company"",""Bob_Iger"")', 'keyPerson(""Bob_Iger__1"",""The_Walt_Disney_Company"")', 'not_keyPerson(""The_Walt_Disney_Company"",""Bob_Iger"")']"
171,"['Toys_for_Bob', 'Paul_Reiche_III']",1,"[""keyPerson('Toys_for_Bob', 'Paul_Reiche_III') 1.0""]","[""not_keyPerson('Toys_for_Bob', 'Paul_Reiche_III') 1.0""]","['keyPerson(""Toys_for_Bob"",""Paul_Reiche_III"")', 'not_keyPerson(""Toys_for_Bob"",""Paul_Reiche_III"")']"
166,"['Tracinda', 'Kirk_Kerkorian']",1,[],"[""not_keyPerson('Tracinda', 'Kirk_Kerkorian') 1.0""]","['not_keyPerson(""Tracinda"",""Kirk_Kerkorian"")']"
174,"['Twitter', 'Dick_Costolo']",1,"[""keyPerson('Twitter', 'Dick_Costolo') 1.0""]","[""not_keyPerson('Twitter', 'Dick_Costolo') 1.0""]","['keyPerson(""Twitter"",""Dick_Costolo"")', 'not_keyPerson(""Twitter"",""Dick_Costolo"")']"
180,"['U.S._Steel', 'John_P._Surma']",1,"[""keyPerson('U.S._Steel_Tower', 'John_P._Surma') 1.0"", ""keyPerson('U.S._Steel', 'John_P._Surma') 1.0""]","[""not_keyPerson('U.S._Steel', 'John_P._Surma') 1.0""]","['keyPerson(""U.S._Steel"",""John_P._Surma"")', 'keyPerson(""U.S._Steel_Tower"",""John_P._Surma"")', 'not_keyPerson(""U.S._Steel"",""John_P._Surma"")']"
182,"['Verizon_Communications', 'Lowell_McAdam']",1,"[""keyPerson('Verizon_Communications', 'Lowell_McAdam') 1.0"", ""keyPerson('Lowell_McAdam__1', 'Verizon_Communications') 1.0""]","[""not_keyPerson('Verizon_Communications', 'Lowell_McAdam') 1.0""]","['keyPerson(""Verizon_Communications"",""Lowell_McAdam"")', 'keyPerson(""Lowell_McAdam__1"",""Verizon_Communications"")', 'not_keyPerson(""Verizon_Communications"",""Lowell_McAdam"")']"
183,"['Viacom', 'Philippe_Dauman']",1,"[""keyPerson('Viacom_International', 'Philippe_Dauman') 1.0"", ""keyPerson('Viacom_18', 'Philippe_Dauman') 1.0"", ""keyPerson('Viacom', 'Philippe_Dauman') 1.0"", ""keyPerson('Viacom_International_Media_Networks', 'Philippe_Dauman') 1.0"", ""keyPerson('Viacom_Media_Networks', 'Philippe_Dauman') 1.0"", ""keyPerson('Philippe_Dauman__1', 'Viacom') 1.0"", ""keyPerson('Philippe_Dauman__1', 'Viacom_(original)') 1.0"", ""keyPerson('Viacom_(original)', 'Philippe_Dauman') 1.0""]","[""not_keyPerson('Viacom_18', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Viacom', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Viacom_International', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Viacom_(original)', 'Philippe_Dauman') 1.0"", ""not_keyPerson('Viacom_International_Media_Networks', 'Philippe_Dauman') 1.0""]","['keyPerson(""Viacom_International_Media_Networks"",""Philippe_Dauman"")', 'keyPerson(""Viacom"",""Philippe_Dauman"")', 'keyPerson(""Viacom_Media_Networks"",""Philippe_Dauman"")', 'keyPerson(""Viacom_International"",""Philippe_Dauman"")', 'keyPerson(""Viacom_(original)"",""Philippe_Dauman"")', 'keyPerson(""Viacom_18"",""Philippe_Dauman"")', 'keyPerson(""Philippe_Dauman__1"",""Viacom_(original)"")', 'keyPerson(""Philippe_Dauman__1"",""Viacom"")', 'not_keyPerson(""Viacom_18"",""Philippe_Dauman"")', 'not_keyPerson(""Viacom"",""Philippe_Dauman"")', 'not_keyPerson(""Viacom_International"",""Philippe_Dauman"")', 'not_keyPerson(""Viacom_(original)"",""Philippe_Dauman"")', 'not_keyPerson(""Viacom_International_Media_Networks"",""Philippe_Dauman"")']"
184,"['Viking_Range', 'Fred_Carl,_Jr.']",1,"[""keyPerson('Viking_Range', 'Fred_Carl,_Jr.') 1.0""]","[""not_keyPerson('Viking_Range', 'Fred_Carl,_Jr.') 1.0""]","['keyPerson(""Viking_Range"",""Fred_Carl,_Jr."")', 'not_keyPerson(""Viking_Range"",""Fred_Carl,_Jr."")']"
185,"['Vodafone', 'Vittorio_Colao']",1,"[""keyPerson('Vodafone', 'Vittorio_Colao') 1.0""]","[""not_keyPerson('Vodafone', 'Vittorio_Colao') 1.0""]","['keyPerson(""Vodafone"",""Vittorio_Colao"")', 'keyPerson(""Vodafone_Global_Enterprise"",""Vittorio_Colao"")', 'not_keyPerson(""Vodafone"",""Vittorio_Colao"")']"
186,"['Volkswagen', 'Martin_Winterkorn']",1,"[""keyPerson('Volkswagen', 'Martin_Winterkorn') 1.0""]","[""not_keyPerson('Volkswagen_Group', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('Volkswagen', 'Martin_Winterkorn') 1.0"", ""not_keyPerson('Volkswagen_Commercial_Vehicles', 'Martin_Winterkorn') 1.0""]","['keyPerson(""Volkswagen_Commercial_Vehicles"",""Martin_Winterkorn"")', 'keyPerson(""Volkswagen"",""Martin_Winterkorn"")', 'keyPerson(""Volkswagen_Group"",""Martin_Winterkorn"")', 'keyPerson(""Volkswagen_AG"",""Martin_Winterkorn"")', 'not_keyPerson(""Volkswagen_Commercial_Vehicles"",""Martin_Winterkorn"")', 'not_keyPerson(""Volkswagen"",""Martin_Winterkorn"")', 'not_keyPerson(""Volkswagen_Group"",""Martin_Winterkorn"")']"
187,"['Vulcan_Inc.', 'Paul_Allen']",1,"[""keyPerson('Vulcan_Inc.', 'Paul_Allen') 1.0""]","[""not_keyPerson('Vulcan_Inc.', 'Paul_Allen') 1.0""]","['keyPerson(""Vulcan_Inc."",""Paul_Allen"")', 'not_keyPerson(""Vulcan_Inc."",""Paul_Allen"")']"
190,"['Walmart', 'Mike_Duke']",1,"[""keyPerson('Walmart', 'Mike_Duke') 1.0""]","[""not_keyPerson('Walmart', 'Mike_Duke') 1.0""]","['keyPerson(""Walmart"",""Mike_Duke"")', 'not_keyPerson(""Walmart"",""Mike_Duke"")']"
193,"['Wells_Fargo', 'John_Stumpf']",1,"[""keyPerson('Wells_Fargo', 'John_Stumpf') 1.0""]","[""not_keyPerson('Wells_Fargo', 'John_Stumpf') 1.0""]","['keyPerson(""Wells_Fargo_Rail"",""John_Stumpf"")', 'keyPerson(""Wells_Fargo"",""John_Stumpf"")', 'not_keyPerson(""Wells_Fargo"",""John_Stumpf"")']"
194,"['Whole_Foods_Market', 'John_Mackey_(businessman)']",1,"[""keyPerson('Whole_Foods_Market', 'John_Mackey_(businessman)') 1.0""]","[""not_keyPerson('Whole_Foods_Market', 'John_Mackey_(businessman)') 1.0""]","['keyPerson(""Whole_Foods_Market"",""John_Mackey_(businessman)"")', 'not_keyPerson(""Whole_Foods_Market"",""John_Mackey_(businessman)"")']"
196,"['Winn-Dixie', 'Peter_Lynch']",1,"[""keyPerson('Winn-Dixie', 'Peter_Lynch') 1.0""]","[""not_keyPerson('Winn-Dixie', 'Peter_Lynch') 1.0""]","['keyPerson(""Winn-Dixie"",""Peter_Lynch"")', 'not_keyPerson(""Winn-Dixie"",""Peter_Lynch"")']"
198,"['WWE', 'Vince_McMahon']",1,"[""keyPerson('WWE', 'Vince_McMahon') 1.0""]","[""not_keyPerson('WWE', 'Vince_McMahon_Sr.') 1.0"", ""not_keyPerson('WWE', 'Vince_McMahon') 1.0""]","['keyPerson(""WWE"",""Vince_McMahon"")', 'keyPerson(""WWE"",""Vince_McMahon_Sr."")', 'keyPerson(""Vince_McMahon__1"",""WWE"")', 'keyPerson(""Vince_McMahon_Sr.__1"",""WWE"")', 'keyPerson(""Vince_McMahon,_Sr."",""WWE"")', 'not_keyPerson(""WWE"",""Vince_McMahon_Sr."")', 'not_keyPerson(""WWE"",""Vince_McMahon"")']"
199,"['Yahoo!', 'Marissa_Mayer']",1,"[""keyPerson('Yahoo!', 'Marissa_Mayer') 1.0""]","[""not_keyPerson('Yahoo!', 'Marissa_Mayer') 1.0"", ""not_keyPerson('List_of_acquisitions_by_Yahoo!', 'Marissa_Mayer') 1.0""]","['keyPerson(""Yahoo!"",""Marissa_Mayer"")', 'not_keyPerson(""Yahoo!"",""Marissa_Mayer"")', 'not_keyPerson(""List_of_acquisitions_by_Yahoo!"",""Marissa_Mayer"")']"
200,"['YG_Entertainment', 'Yang_Hyun-suk']",1,"[""keyPerson('YG_Entertainment', 'Yang_Hyun-suk') 1.0""]","[""not_keyPerson('YG_Entertainment', 'Yang_Hyun-suk') 1.0""]","['keyPerson(""YG_Entertainment"",""Yang_Hyun-suk"")', 'not_keyPerson(""YG_Entertainment"",""Yang_Hyun-suk"")']"
201,"['Yum!_Brands', 'David_C._Novak']",1,"[""keyPerson('Yum!_Brands', 'David_C._Novak') 1.0""]","[""not_keyPerson('Yum!_Brands', 'David_C._Novak') 1.0""]","['keyPerson(""Yum!_Brands"",""David_C._Novak"")', 'not_keyPerson(""Yum!_Brands"",""David_C._Novak"")']"
10,"['Advanced_Micro_Devices', 'Rory_Read']",1,"[""keyPerson('Advanced_Micro_Devices', 'Rory_Read') 1.0""]",[],"['keyPerson(""Advanced_Micro_Devices"",""Rory_Read"")']"
126,"['Ahold', 'John_Rishton']",1,"[""keyPerson('Ahold', 'John_Rishton') 1.0"", ""keyPerson('Ahold_Delhaize', 'John_Rishton') 1.0""]",[],"['keyPerson(""Ahold"",""John_Rishton"")', 'keyPerson(""Ahold_Delhaize"",""John_Rishton"")']"
12,"['American_Airlines_Group', 'Doug_Parker']",1,"[""keyPerson('American_Airlines_Group', 'Doug_Parker_(airline_executive)') 1.0""]",[],"['keyPerson(""American_Airlines_Group"",""Doug_Parker_(airline_executive)"")']"
11,"['American_Express', 'Kenneth_Chenault']",1,"[""keyPerson('American_Express', 'Kenneth_Chenault') 1.0""]",[],"['keyPerson(""American_Express"",""Kenneth_Chenault"")']"
16,"['AT&T', 'Randall_L._Stephenson']",1,"[""keyPerson('AT&T_Mobility', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_Inc.', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_Corporation', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_U-verse', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_Mexico', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_Digital_Life', 'Randall_L._Stephenson') 1.0"", ""keyPerson('AT&T_Corp.', 'Randall_L._Stephenson') 1.0""]",[],"['keyPerson(""AT&T_Mobility"",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_Digital_Life"",""Randall_L._Stephenson"")', 'keyPerson(""AT&T"",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_Corporation"",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_Corp."",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_Inc."",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_Mexico"",""Randall_L._Stephenson"")', 'keyPerson(""AT&T_U-verse"",""Randall_L._Stephenson"")']"
25,"['BHP_Billiton', 'Andrew_Mackenzie_(businessman)']",1,"[""keyPerson('BHP_Billiton', 'Andrew_Mackenzie_(businessman)') 1.0""]",[],"['keyPerson(""BHP_Billiton"",""Andrew_Mackenzie_(businessman)"")']"
40,"['ConAgra_Foods', 'Gary_Rodkin']",1,"[""keyPerson('ConAgra_Foods', 'Gary_Rodkin') 1.0""]",[],"['keyPerson(""ConAgra_Foods"",""Gary_Rodkin"")']"
46,"['Deutsche_Post', 'Frank_Appel']",1,"[""keyPerson('Deutsche_Post_AG', 'Frank_Appel') 1.0"", ""keyPerson('Deutsche_Post', 'Frank_Appel') 1.0""]",[],"['keyPerson(""Deutsche_Post"",""Frank_Appel"")', 'keyPerson(""Deutsche_Post_AG"",""Frank_Appel"")']"
58,"['Ford_Motor_Company', 'Mark_Fields_(businessman)']",1,"[""keyPerson('Ford_Motor_Company', 'Mark_Fields_(businessman)') 1.0""]",[],"['keyPerson(""Ford_Motor_Company"",""Mark_Fields_(businessman)"")']"
60,"['FUBU', 'Daymond_John']",1,"[""keyPerson('FUBU', 'Daymond_John') 1.0""]",[],"['keyPerson(""FUBU"",""Daymond_John"")']"
61,"['General_Dynamics', 'Phebe_Novakovic']",1,"[""keyPerson('General_Dynamics', 'Phebe_Novakovic') 1.0""]",[],"['keyPerson(""General_Dynamics"",""Phebe_Novakovic"")']"
